ID	Comments	Suction Power	"Carpet, Rugs or Deep Cleaning"	Bare Floor	Clogging	Pick-up or Nozzle	Pet or Human Hair	Edge Clean	Maintenance	Value or Build-Quality	Usability	Suppotive Feeature	Dust Bin or Emptying	Maneuverability	Versatility	Weight or Self-Stand	Battery or Charge	Reliability	Noise
11	"While vacuuming, my hand kept hitting the turbo and that was a little annoying"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
11	"Because of its top-heavy design, the vacuum cannot be kept anywhere in upright position except for the charging station"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11	"If you lean it on the wall, it will slide down because of the heaviness of the motor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
12	"While the good looking, moderately heavy, good picker-up-er works well for lighter cleaning on hardwood floor, it could not handle my pet’s fur on carpet"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12	The machine got stuck every few minutes and I had to open the top nozzle and clean out the rod with disposable chop sticks	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	The bits of paper and the dog fur worked together and chocked the pipe after every two minutes	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	"I will probably use this on hardwood floors, the car, and stairs only"	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13	"UV Head Pretty Useless On Hard Floors: I don't have really any carpet in my house any longer so I can't speak to its usefulness on said carpet, but I can say that it is pretty useless on tile and wood"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	First the UV head has no wheels or any kind of buffer between the plastic head and the floor so it bangs around and they even warn you in the owners manual that it can scratch some floors	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	It also doesn't get as good of a seal as it does on bedding/furniture so I don't think the suction is good enough for floors	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	Does not pick up on edges or floor or corners	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14	Suction on carpet is mediocre at best	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"To clarify, even if debris is over 1cm away from edge, it is not getting it"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14	I can’t believe I spent so much money on this	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
14	It picks up nothing on the carpet	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	"If you have carpet and you plan on this picking up anything from your carpet, you can forget it"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	"my only complaint that remains with this one is that the main cleaning head isn’t so great with certain larger items (hair if you get an indoor haircut, nuts, etc), so you have to slightly lift up the head and pull it backward over those items to catch them"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
15	"Other than that, it works very well on my carpet and hardwood"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	No 'Ejector' For The Dust Bin: You MUST stop when the dust bin hits the MAX line or else the junk with back up beyond the little gasket they have and you will either have to take everything apart or reach in and grab the dust ball with your hands	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16	"If you stop before it hits the MAX line, everything seems to just fall out easily when the bin is opened (in fact, it makes little Tribble balls of fur under the right conditions), but you hit the line very fast"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
17	Amazing battery life	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17	It has a powerful suction and when I need a little extra suction the Max suction button comes in handy	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	It is also lightweight wich I love especially for doing the stairs in my house	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
17	What I love the most is the battery life of the vacuum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17	"It comes with 2 batteries and most of the time I’m able to vacuum my entire house (1,400 sqf) rug and hardwood floors on just one battery which is amazing!"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18	The vacuum is very powerful for only the first few times out of the box	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	"I purchased my V10 a few years ago but during that span I've had to return the original because the motorhead (carpet attachments) wouldn't spin, the battery wouldn't charge after a month (new battery), and I've also had 3 new motors (main assembly) sent to me because the vacuum could only work on medium and low power regardless of the amount of cleaning I did to the system"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
19	that you will need to hold the trigger down in order for it to work	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19	"There is no ""on"" button"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
19	"In addition to that, on the opposite side of the button is a relatively heavy battery back that makes that unit in your hand heavy to hold and maneuver as you keep the trigger pulled and have to move the vacuum around the room"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
19	"It's a lot of force and tension on your hand and you will be susceptible to pain in your hand, wrist, forearm, and up the arm"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
20	but the noise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
20	"when I say it’s loud, it’s REALLY LOUD, like turbo jet loud"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
20	"I have the dyson v11 torque drive and it’s quieter than this vacuum, Like 40% quieter even when in boost mode on the dyson"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
20	"Sometimes I’ll vacuum at night because my work schedule is so busy and with the dyson I can do it peacefully because it’s not really loud, but with the shark I’m afraid to even do that because it’s so loud and I don’t want to wake my neighbors up"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
21	The trigger activation for the unit feels natural and works well for the most part	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
21	"I didn’t feel fatigued when using it at all, which is essential"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
21	"The weight distribution is amazing and the unit doesn’t feel top heavy when in use, although the battery does sit on the end of the unit"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
22	"Also, if you want to pick up debris like pieces of dried up food that your toddler has dropped under the table, you can only do so with a ""push"" motion"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22	We would have to chase these all over the room since the brush would take them in and then spit them out	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22	"Forget about a pull motion over debris, it just moved it around the room instead of sucking it up - again, this seems to be a function of the broom"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Not ultra lightweight	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23	"I was replacing a very lightweight stick vacuum that I used for hard surfaces and decided to get a shark product that I had always used for the rest of my house, but upon arrival I found the vacuum Heavy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23	I am a senior citizen and needed something easy to handle	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23	"I am going to keep it because it is efficient, but would not recommend for an easy to use daily clean up vac , especially for seniors"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24	Suction doesn't seem like it's enough	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	"As I said above, I'm not sure if it's picking up more than my other vacuum"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24	"Having 3 suction options is nice if you are using this for blinds, drapes, bedding, etc"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24	"After testing the settings, the only one that seems to be working the best on all levels is the highest setting"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	"However, the small opening from the motor area into the canister is too small and gets clogged with pet hair, before the canister even has a chance to fill up"	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
26	I unclog more than I vacuum	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
26	Very frustrating that we spent all this money to help me gets around and contribute to household chores and it causes more frustration than anything else	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
27	It has NO vacuuming power even on turbo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	The batteries don’t hold a charge long - but what would you do if they did?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
27	"Not vacuum well longer? Now I’m stuck with THIS until it dies I hope it is soon, and I will buy my own gifts from now on"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
27	I estimate the suction is only 25% of the one I wanted	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	It has a stand to hold all the attachments that won’t work under low suction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	owever the suction is extremely weak and to even get to enough power it has to be at the most powerful turbo mode which only lasts for seven minutes on a four hour battery charge	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
28	If this is how weak it is now I hate to think how useless it will become once it starts to lose power	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	The features on this otherwise are both useful and well made so it having so little power is extremely disappointing	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	I figured I'd just have to deal with the loud obnoxious noise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
30	"but on the hardwood setting not as much, so unless you keep it on all the time it doesn’t work as well and will not suck up dust bunnies, they get stuck all over the roller"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
30	Even more unacceptable was that it doesn’t suck things up on the back pull at all	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	"If you go backwards over even just crumbs it pulls them backward on the floor, and then you have to go around and get them from the front"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
31	"It's 'hand-heavy"", by which I mean that all the weight of the product is centered around the (too large) hand-grip"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
31	"All of the maneuverability of the power-head is focused on the operator's fingers, hands and wrists"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
31	if anyone in your household has hand or wrist issues (e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
31	"arthritis, inflammation) they are going to have problems with this vacuum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
31	Regarding build quality and durability	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
32	"This is the loudest vacuum I’ve ever had, heard or seen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
32	Ridiculously loud	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
32	"I will say the battery seems to be pretty good, although it only comes with 1 battery and my old vacuum come with 2, which is handy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
32	The suction seemed pretty good as well	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	I just can’t handle the noise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
34	"It used to be that the dog would run and hide, and we had to wait until the kid was awake to vacuum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
34	"The dog just sits and watches, and it's not loud enough to wake the kid from a nap if the door is shut"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
34	"11) lastly, its quietter than you expect"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
34	"Obviously, you put this thing on max power and it gets loud, but it isn't that bad (the Dyson is reportedly louder)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
35	but I run a bit short because for carpet you really need to use the higher suction settings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
35	"And while I thought it was doing great picking up pet hair by the looks of things, the other day I set a lint roller down where I had just vacuumed really well, and was sad to see that much more pet hair was collected than I would have thought just in setting it down"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
36	"First, it's the quietest of all my vacuums on the normal setting"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
36	"I've found that about 99% of the time that's plenty of suction, though you can bump it up to turbo to get more suction when you need it (and then the accompanying high noise level)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	"Most of the time I'm using it, though, it's very quiet"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
36	"That makes my ears happy, and makes the cats happy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
37	"In addition to that, on the opposite side of the button is a relatively heavy battery back that makes that unit in your hand heavy to hold and maneuver as you keep the trigger pulled and have to move the vacuum around the room"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
37	"It's a lot of force and tension on your hand and you will be susceptible to pain in your hand, wrist, forearm, and up the arm"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
38	but they really should have made some sort of cushion for your hand	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
38	The weight of the machine starts to rub between my thumb and pointer finger after about 5 minutes of cleaning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
38	I have to switch hands often	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
38	I love it but really wish they had put more thought into the handle	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
38	Even the shape of the handle is difficult to hold for long periods of time	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
39	"For the first few days, I had to get the user manual to figure out what needs to be done"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
39	"That’s the price you pay for getting a “feature” rich machine, but in my opinion this may leave people a bit frustrated"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
41	However the battery life is not so good	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
41	If you’re looking for something to clean a small apartment maybe this would be the vacuum for you however for those of you that have houses with multiple rooms you may want to consider something else	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
41	This vacuums battery life is roughly 10 maybe 15 minutes at the most and required charging between rooms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
42	"Several Pros - Gets the job done, it has al the accessories you need for a clean home, it is wireless/cordless and even nice you can make it hand held, the anti-tangle comb (I've never had to use my hand to remove stuck hair), the floor auto-detect feature - this literally changes the suction power based on the debris or floor type it detects"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
43	When u take canister off you cant use it as your vacuuming because tip of canister too short to use w/o an attachment & you have to put whole vacuum down to look in closet for an attachment	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
43	If you cant use canister w/o attachment let them put a tool holster on thevacuum so the attachment is rt there when u need it when canister is detached	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
44	It also wont pick up anything that is larger than a big grain of rice	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	"Little pebbles, piece of a dead leaf in your entranceway on hardwood? you'll need to go over it with the regular cleaner head first"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	which unless you run on max power setting doesn't pick up the fine dirt and dust from hard surfaces unless you go over it several times	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	The next piece to break was the collar where the tools attach to the vacuum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
45	"I’m awaiting a response on repairing the vacuum under warranty from Dyson but even if they do, I’m not happy with the build quality of this device at their inflated prices"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
46	"Difficult to use, weak suction, top heavy"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
46	I had no problems assembling the vacuum but I have arthritis in my hands and it was difficult for me to use because the balance is off with so much of the weight at the top and maneuvering it was very awkward	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
46	I lost my grip on it several times and it tipped over and the head hit the floor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
48	"What happens instead is the hair, dog toy fluff, dust bunnies, etc"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
48	", attach to the bristles of the roller bar and accumulates and block air flow, so you end up with no suction on the wood floors (it then spits what it tries to pick up around on the wood floors) and has bits of fluff and hair rolling around back and forth on the rug"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
49	“clean filter” alert came on after 5 minutes of use the very first time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
49	I returned to Best Buy and exchanged it immediately but guess what?? The second vacuum did the same thing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
49	I then read online that this is a common problem and dyson knows about it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
49	"Apparently, there are just some “bad batches” out there with “faulty sensors”"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
50	"Dust cup fills unevenly, requiring frequent emptying"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
50	"Dealbreaker, small dust cup to begin with only fills in a small area until it rises into the filter section"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
50	The rest of the dust cup stays empty	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
50	So the effective size of the dust cup is about 1/5 the actual size as it needs to be emptied once it gets into the filter section	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
51	LCD panel: This thing is great	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
51	"It is placed in the absolute perfect position to easily switch the vacuum on and off, to change cleaning modes from hard wood to carpet, and to change the suction power"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
51	I love how all these functions are in a very easy to touch location on the main handle and how it shows you the battery life yet	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
52	THE BAD: Suction power	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	"Most reviews I watched or read said that it had good power, but that wasn’t my experience"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	In standard mode the suction was weak	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	"It pulled hair and dirt up out of the carpet, but it didn’t even make the carpet look like it had been vacuumed"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	Normal and medium mode are pretty ineffective at vacuuming	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	"This is the main problem with this vacuum, whether you're using the Dustbuster mode, or upright standing method, the most effective result is in the turbo mode"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	"With 14 steps, 7 up, and 7 down, I barely got through all 14 steps in turbo mode before both batteries died"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
54	"It has a hard time picking up small solid items on floors, a dropped aspirin for example"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
54	"It doesn't pick up the schmootz right next to the wall, and when you transition from floor to carpet, it often leaves a smear of hair and debris that you have to hit a few times to pick up"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55	Pet hair gets stuck in the back of the canister between the plastic piece you push down to compress the dirt and the filter and there's no way to access that space besides getting a wire and fishing out the clogged hair	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
57	It is so heavy and difficult to use I bought a Bissell Bolt Pet and loved using that as it is so light weight and takes no effort at all to roll it over the floor as the weight is at the bottom and you are not trying to hold all the motor weight up in the air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
58	Taking the head( where the rollers are) off the tube is difficult and requires both hands	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
