RETAILER,PRODUCT,RATING,POST_DATE,REVIEWER_NAME,TITLE,CONTENT
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on February 25, 2023",Jamie Sikora,DONT WASTE YOUR MONEY!!!!!!!!!!!!!,"If I could give this ZERO stars, I would. The suction mechanism on this device is AWFUL. Wanna vacuum 4 pieces of sand and then 6 dog hairs? SORRY! YOU CAN'T! You have to repeatedly CLEAN OUT THE NOZZLE AFTER EVERY 2 SWIPES OF THE FLOOR.  The automatic cleaner doesn't empty the bin completely. Dirt falls out of the vacuum head when placing it back in the stand. Did you want to vacuum up that granule of laundry crystals? Here's how you can successfully get rid of the laundry crystal; after pushing it around with the vacuum head 67 times, pick the vacuum UP, and lay the head DIRECTLY on TOP of the crystal; when this doesn't work after 32 attempts, simply bend over and pick up the crystal with your HANDS then throw it in your garbage! Cinshy! We contacted LG about our issues and they asked us to return the vacuum. We waited 2 weeks to get the box. Another week to get the return label. It then took 3 weeks for them to ""repair"" the device and return it to us UNREPAIRED. SAME FREAKING ISSUES!!!!!!!!! If you like feeling rage and seeing red while vacuuming; if you enjoy having to tear apart and clean the suction nozzle on your vacuum every 5 seconds; if you enjoy slipping in your tears as you try to use this POS vacuum;  if you want to be borderline homicidal while trying to suck a piece of hair off your floor; if you love watching a thousand dollars go out the window, then this is the vacuum for you. Me, personally,  I hate it. It's awful. LG sucks. Their customer service sucks, too. Thanks for not just one, but TWO, crappy devices without suction. XOXO"
amazon,LG A939KBGS,5,"January 31, 2023",Amazon Customer,This stick vacuum outperforms every  high quality vacuum I've owned.,I love the fact that the docking station fully extracts all the dust and debris from the canister without direct handling. The attachments are intuitive and the cabinet that holds the attachments is sleek and attractive. The versatile attachments address areas of cleaning that other vacuums simply couldn't reach. It's quiet and lightweight. Very happy customer!
amazon,LG A939KBGS,2,"April 16, 2023",Rick Janson,"Impossible to keep it running, won't pick up tiniest of rocks","I clean it, I take it apart, I pull out all the filters and rinse/blow. This vacuum still can't pick up the tiniest of pebbles in our house, barely sucks in normal mode (always have to run in turbo) and lasts only half the house in boost suction mode. I had high hopes, terribly disappointed in how high maintenance and ineffective this product is."
amazon,LG A939KBGS,4,"August 6, 2022",Dan Nodsle,durable?,"My first time using the vacuum, I finished, put it in the charger and it worked fine.  I waited until the debris was sucked out of it.  I looked at the vacuum and the cover was still in the charger.  It had broken off.  So that was disappointing."
amazon,LG A939KBGS,4,"October 3, 2022",Kevin F.,Not an all in one it is actually part of one the other accessories are 150 dollars,Even though it says all in one the attachments is sold separately in a kit for $150
amazon,LG A939KBGS,5,"December 16, 2022",Yellzirg,Most convenient!,I think this is the best cordless machine made. Dyson...get with the program if you want to compete with this. The auto emptying is a must have if you're interested in keeping your room clean. I like Dyson's engineering up to now but WOW! Why didn't you think of this?
amazon,LG A939KBGS,1,"May 7, 2023",sonia grewal,Just the looks,The suction isn’t too good. All the previous vacuums I’ve owned have bristles that pick up from the sides. This one just pushes small debris out and takes several passes. Not very convenient as it requires multiple changes of attachments rather than one to do the job. I’ve had robo vacuums that do a better job than this one. The filter clogs up quick. Seems to require filter wash with every use. Not very convenient again. I bought this expensive $1200 vacuum because of not having to empty the canister but the clogged filter with each use and the smell because the unit is towards ur face at top of handle when vacuuming makes the job unpleasant. Over all waste of money. It doesn’t do a great job of its function: vacuum
amazon,LG A939KBGS,5,"August 12, 2022",Angela,Great Cordless Vacuum!,"This LG Cordzero auto empty has been amazing!  We recently installed laminate flooring all through the house and this does great cleaning up after 3 dogs and a teen.  It was super easy to set up and we all like to use it.  Emptying out the dust cup used to be my least favorite.  I always felt like I was dumping dust back into the house.  Also, the battery life is great! And with 2 batteries, I can always vacuum! This is perfect!"
amazon,LG A939KBGS,2,"March 8, 2023",john,No soft roll head. So disappointed.,It’s working good. But they don’t send the soft roll for the hard floor. It is a main issue. Why???? It should be included. Very disappointed and uncomfortable without it.
amazon,LG A939KBGS,5,"November 21, 2022",Karen A.,Does SUCK.,The 1st days of ownership were great.  Now after 40 ish days the unit metaphorically SUCKS as leaves as much dog hair as it picks up.  Turbo suction makes no differnce.  I would NOT waste money again on LG product.
amazon,LG A939KBGS,2,"January 21, 2023",Teresa P. Moser,Would not waste the money,Not what we were expecting. We have big dogs and wanted something we could sweep and mop the house that would be easy to grab. The suction of it did not work well on the sweeper and the mop just moved dirty water around in the floor. Definitely not worth the cost and does not work as well as advertised!
amazon,LG A939KBGS,2,"October 22, 2022",Ele,Returned defective,"I loved it until it malfunctioned.  I ran it across my kitchen floor and it picked up all the grass that my dogs bring in.  Lightweight and maneuverable I vacuumed my stairs and put it on the charging station.  Then it was stuck on the station.  Spent an hour trying to get it unhooked.  I saw that the back door on the barrel opens up to empty the dust and the internal metal filter had been sucked right out and was in the base preventing the back door from closing on the vacuum barrel.  Within 5 hours of delivery it was boxed up, stuck on the base for return.  Sad …… I really did love it."
amazon,LG A939KBGS,2,"October 27, 2022",Aubrey W.,"Over $900, Broke Two Weeks After Use!!","The media could not be loaded.
                



 I purchased the A9 Cord Zero from Amazon, for our new home because we have tiled floors and because of the self clean feature and cordless ability. The vacuum stayed in the original box, unopened for about a month. I finally opened and assembled the unit and found it was a very nice looking vacuum. Two weeks later, the roller started hesitating to spin until it stopped spinning totally and the motor just hums. This vacuum should not cost this much and have such a poor build quality. LG is sending me box to return it for repairs, when they should be replacing it no questions asked. Did not return to Amazon because the 30 days expired while the vacuum was still in the box."
amazon,LG A939KBGS,1,"March 7, 2023",Deedle,WORST PURCHASE EVER,"If you are trying to pick up dust from your floors, I assume it would work okay, but any little bit of dog hair, forget about it. After I used it the very first time, I had to literally pick the dog hair out of it by hand. It gets stuck in the small compartment above the slide down lever. My house is not full of dog hair, it is very clean and I purchased this to clean the tile floors. It didn’t last through one cleaning. It clogged and it took me an hour to pick the hair out of the mechanism. Really bad design. They need to remove the slide down lever and ring so it doesn’t back up and clog. It sat in the box for a month before I used it so now I’m stuck with it. So frustrating. If you have a dog, don’t buy it."
amazon,LG A939KBGS,5,"August 30, 2022",MrB,"Expensive, but a superb vacuum system","Very expensive, but after using it for a week, I am convinced it is well worth the cost. Dual batteries are really helpful, suction is excellent, tools are good, and the auto empty feature is brilliant - it really is the icing on the cake. My Dyson has been recycled - inferior in all respects."
amazon,LG A939KBGS,5,"May 8, 2022",Dana,Game-Changer,I love love love this vacuum. Such a game changer. Suction is great. The tower holds all of the accessories. The self-emptying feature is a must with any other vacuum now. Paying extra for the tower was so worth it. I’ll never get another vacuum with a cord. The extra battery comes in handy.I read another review that it stopped working after 5-6 months? I’ll update my review if I have problems past or at that time.
amazon,LG A939KBGS,5,"December 19, 2022",marie matador,"It's a good vacuum,","It's a good vacuum, expensive but works great, except for picking up cereal in floor."
amazon,LG A939KBGS,3,"July 6, 2022",Audrey Petersen,Does not work as advertised.,Cannot handle pet hair.  Very hard to maintain as I have to disassemble the collection system every time I use it.  The floor mop attachment was broken when it arrived.
amazon,LG A939KBGS,1,"April 24, 2023",Brandy B.,This vacuum started overheating 5 months after buying it.,"This vacuum started overheating 5 months after purchase. Upon contacting LG was told there was really nothing they could do. They gave me an option to buy a box, send it FED EX at my expense and they would try to diagnose it but it would take 6 weeks!!! Ridiculous, took to a local vacuum shop in town and was told it was dead and that LG vacuums have a 6 month life span. DO NOT BUY!!!"
amazon,LG A939KBGS,5,"January 2, 2023",DS Family,Works as advertised!,I love it.
amazon,LG A939KBGS,1,"August 26, 2022",Angela,"Mop doesn’t work, vacuum doesn’t work","Update? The mop has still never worked even after a new mop head was sent.Now the vacuum is hopelessly clogged. For this much $ I should not have to tear it apart to unclog every time I use it. vacuum completely My mop hasn’t worked not once. When I called again I was told my request would be submitted for approval to send another nozzle. I’ve had this just a few days over one month. I haven’t heard back yet to be informed if my request for a mop head that works to be sent.When i first receive the unit it would turn in then off and on and off without me actually powering up and off.Great idea!  Don’t be an early adopter of this unit. I’m back to my shark and manual mopping. Expensive , VERY expensive when it doesn’t work.AND NOW…. The auto empty function sprays dust EVERYWHERE…. YES I replace the bags, pome and prod and unclog.This vacuum doesn’t pick up garbage BUT IS EXPENSIVE GARBAGE.had to start using my animal vacuum again. It lasted a long time (animal) but gave up. STILL better than cordzeroDONT DO IT!!!.  Run away and don’t look back!"
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on June 24, 2022",Sharon Lucido,Easy to use,"The vacuum is so easy because there's no cord. It holds lots of debri and the battery lasts a long time. I had it out for 3 days and it still had battery life. I love the clear debri holder, you can see how much goes into it right away."
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on June 29, 2022",Yas,Self-emptying feature is life-changing,"This vacuum is actually worth the price. It's lightweight, has strong suction power, and the best part is the Self-emptying feature. We have three large cats so our house is constantly covered in cat hair. This vacuum does an amazing job at cleaning up all that and dust."
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on August 10, 2022",gail dawson,A lot to love if you have house dust allergies.,"This system has a lot going for it, it’s quiet, good suction best of all is the auto empty feature. I was skeptical ordering LG after Dyson for many years but really happy with the purchase."
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on March 7, 2023",Amazon Customer,LG Customer Service Horrible,"Customer Service with LG is horrible. I have had the vacuum cleaner 5 months. It has already quit working. LG’s customer service option was to wait up to 30 days to see if it can be repaired before they will even discuss refund or exchange. As a result, I have to buy a second vacuum cleaner to be able to vacuum my floors in the meantime. Save your money and buy a product with better customer service."
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on August 1, 2022",ejb,Quiet and lightweight,Have only had this product for a few weeks. No complaints so far. Had Dyson cordless before this. This product is much quieter with better suction.
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on March 6, 2023",Cortney  Bertic,Don’t buy it. Just don’t.,"I was so obsessed with owning this vacuum. Once I got it, I used it almost every day.Now, a few months later, it’s over heating. The battieries don’t last more than 5 minutes and I’m throwing it away. Take it from me, and don’t waste the $750. Just don’tI spent $1,100 on this thing before it went down to $750 and that’s money, I can’t get back now. Don’t do it."
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on March 14, 2023",Nirajan,Not great as advertised.,The product arrived in a torn case with missing parts. Contacted the seller and their response was we are sorry but you need to return it in the same case for a refund. The suction is not to powerful and the worst part is that the hardwood surface cleaner rolls so slowly that nothing cleans.
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on September 12, 2022",Amna,Love it,I love this vaccum.. made my life super easy
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on September 11, 2022",Melody Salas,Very Unhappy with this,"I'm extremely disappointed.  I love LG products and have many, washer, dryer, stove, refrigerator and now vacuum.  This vacuum is not as powerful as I thought it would be.  The worst part is when you insert it back to the base it is supposed to empty into a bag.  It runs through the cycle and all however, it does not empty into the bag.  Twice, the canister opened tossing the contents all over the place.  I can't seem to figure out what is wrong.  It plays the music when inserted correctly and I hear the suctioning but nothing.  For the amount of money I spent on this vacuum it should be better.  I miss my shark I gave away.  If I had kept the boxes, I would send it back."
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on December 16, 2022",Charpie,Broke Within 3 Months,"Within 3 months it failed to dispense in the auto-dispensing tower. Unfortunate, since that's what we liked about this vacuum. We continued to use it, however, manually emptying the unit in the garbage. Then, it failed to maintain a charge after being docked for hours. Eventually, it failed to respond whatsoever—even when using a fully charged spare battery. Within 3 months, multiple systems on this vacuum have failed.LG's website is about as functional as this vacuum. You can't submit a repair report (server error); can't access support via chat (no vacuum department); they don't answer the phone."
amazon,LG A939KBGS,5,"April 12, 2022",Steve Kim,Allergic to dust? Buy this!,"The media could not be loaded.
                



 Second purchase.I bought it for the first time in Korea.I was always so stressed out every time I dusted.No more worries with this all-in-one product. very good!"
amazon,LG A939KBGS,1,"March 18, 2023",Tracy Menard,Do not waste your money!!!,Suction is horrible and the battery life is absolutely non existent!!!! It only works on Turbo mode and the battery last less than a minute on Turbo mode.
amazon,LG A939KBGS,5,"June 17, 2022",KT,So lightweight and easy to use!,Everything is top notch! Cleans so well. Suction power is unbelievable!
amazon,LG A939KBGS,5,"June 16, 2022",FlynnFinn,"Cleans it self, big factor.","Cleans it self, ready when you need it. Liking it so far."
amazon,LG A939KBGS,5,"May 2, 2022",jhk,Expensive but excellent,Very good
amazon,LG A939KBGS,1,"October 26, 2022",Jenn,Cannot get battery to last more than 1 minute,I need to know how to return. For a vacuum that costs almost $1000 I would have expected a lot more. I read all the issues and suggestions on battery issues and none have worked. Would not recommend this product
amazon,LG A939KBGS,1,"July 16, 2022",David Battaglia,Waste cup is actually about a cup.,"Very disappointed. Waited almost two weeks to get this. Unpacked all the parts, but when I saw how small the dust cup that the vacuum empties into, I was very irritated. Obviously, the manufacturer does not own dogs, especially not Golden Retrievers. The dust cups are throwaways, which means I would have to change them every five minutes. Not a great idea. I would think they would have something like a waste basket in there."
amazon,LG A939KBGS,1,"August 10, 2022",Bink,Don’t buy if you have Dogs!!!,You have to literally stop every 45 seconds and take apart the unit and pull the dog hair out of all of tubes and tiny spaces or it stops working.  Hole is too small for dog hair to flow thru. You would think for $1000.00 they would have perfected it😡
amazon,LG A939KBGS,1,"June 14, 2022",Jimmie D,Great looking but horrible suction!,It’s a great looking vacuum but doesn’t have that turbo power suction the description describes!  I tried it for about two weeks and just doesn’t pick up like my dyson!  I’m returning tomorrow!
amazon,LG A939KBGS,1,"September 24, 2022",Emily Glaser,It scratched my wood floor,It scratches  the floor. And pulls the yar out if the rug. I don’t like it at all
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on August 23, 2022",CJ,Absolutely horrendous,"Do not buy this vacuum. It struggles to vacuum anything Cheerios, dust, literally anything. Read the reviews, watch the Youtube videos! Do. Not. Buy."
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on June 5, 2022",H.S.,It easily gets stuck. A little dust and it will not function well. Maybe I was shipped a lemon unit?,It easily gets stuck - with a few hairs and dust and it will not function well anymore.  Maybe I was shipped a defective one?
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on March 19, 2023",Bujar,All in one amazing vacuum,"We have been with dyson for quite awhile, but when it came time to replace We found LG's new vacuum which auto empties the dirt for us. No longer do I have to go outside in the cold and empty the vacuum. It also has good suction power light weight and stores all the activities in one place. Another benefit from our dyson it has a button for power no longer have to hold the trigger."
amazon,LG A939KBGS,5,"Reviewed in the United States 🇺🇸 on February 19, 2023",D.D,Very well thought out.  Works great.,"This is a brilliantly designed and beautiful looking unit.  The base is freestanding and holds and charge the stick.  When you put the stick in the base, it starts to suction out the debris in the canister into a bad.  You never have to empty the bin with this unit.  It also stores the extra accessories and extra battery.The stick has great suction and is pretty quiet for being a cordless stick vac.  It rolls around the floor smoothly.  It can pick up dog fur, crumbs and dust.  It won’t pick up anything that is taller than the vac as it has to be able to roll over it to get it.  I have a puppy so I am constantly picking up dog fur everywhere.  I wouldn’t try to pick up anything wet as it is not designed for that.The battery has more than enough run time for me to do a thorough cleaning on my hardwood floors.  It works really well and well thought out.  I love this device."
amazon,LG A939KBGS,3,"Reviewed in the United States 🇺🇸 on October 14, 2022",Dave Edmiston,Not worth it,"I like stick vacuums, sort of. Some of them are pretty good, but none of them are as good as a regular corded vacuum. The problem with stick vacs is that their mechanisms are basically the same as a robot (Rooma) but on a stick instead of in a robot.I ended up with stick vacuums at three different residences this year (long story). This one should have been my favorite since it's the most high-end, but it wasn't the best vacuum of the three.The suction isn't great with this one, so it doesn't clean around the floorboards very well whether it's on the carpet or hard flooring. This means I had to do a lap around the house with a broom to clean the baseboards, which totally defeats the purpose of a vacuum.Let me back up for a minute to talk about the setup...I'm one of those guys who reads the instructions. I like documentation and I'm paranoid that I'm going to break something expensive, so I read the docs. But I met my match with this product. The amount of documentation was daunting. They could have made a move out of it, but it would have been a three part set of three trilogies like Star Wars. Yes, there was that much documentation. Too bad the docs didn't really provide that much insight.The docs for the mop attachment were pretty good. And that attachment was honestly pretty cool. What it didn't clarify very well though was that the water in the mop attachment was really just to wash away whatever product you applied to the floor. If you wanted the floor to shine, you had to squirt it with something like Mop & Glow first. Fair enough.I feel like I'm rambling a little bit. Sorry about that.One of the other things that bothered me was the cost of the consumables. I would have loved it if the self-emptying feature emptied the vac into something reusable, but it emptied into a special bag and the replacement bags were really hard to find. Last I checked, the bags weren't available on Amazon but I found them at a local vacuum shop for something like $30 for a 2-pack. Not interested. I quit looking after that and just emptied the vac into the trash by hand. It was easier and cheaper that way.The one thing they really got right though was the attachment storage. You just opened the doors on the tall base and there was a home for each of the attachments. Nice.So all in all, this vacuum looks pretty cool and it's easy enough to operate. My complaints are: an insane amount of disorganized documentation, expensive consumables, and middle of the road suction. And my praises are: a pretty decent wet mop solution, an attractive base (if you're into droids), and superior storage for the attachments.None of this adds up to nearly a thousand bucks worth of value to me."
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on April 10, 2023",J. Bezos,Terrible,Barely suctions and the back flap keeps getting stuck during the emptying process and breaking. POS too bad the return window passed
amazon,LG A939KBGS,1,"Reviewed in the United States 🇺🇸 on March 5, 2023",Gray_um,Zero stars!!,"The vacuum sucks and flat out is terrible. The base doesn’t function. It’s a terrible design that bottlenecks, clogs, and cannot empty the vacuum. The base even spills a little dirt every time you pick up the vacuum. LG fought me for months on a return. Worst customer experience of my life. They made me send in for a repair. After “repairing”, nothing improved.  After months of emails (because it takes 15+ transfers and hours to get an LG person on the phone, and they won’t help anyway and finally filing a PayPal dispute, they sent me a box and return label, AND IT WASNT EVEN A BIG ENOUGH BOX TO FIT THE PRODUCT."
