19,19,0.005628,0.083140,0.911232,0,5,"I am hopeful that the CordZero A925 proves to be durable and reliable, but of course, only time will tell. The unit is comprised of a significant quantity of plastic components. The latch and hing...","[dust collection bin appear, lg cordzero a925 kompressor, cordzero a925 proves, quality stick vacuum, nicely finished components, high quality build, vacuum appears, plastic components, well made,..."
20,20,0.003129,0.034432,0.962439,0,5,"Overall, the LG CordZero A925 Kompressor stick vacuum is excellent. It is compact, lightweight, easily maneuverable, and efficient. It is powerful, yet not unpleasantly noisy. It is well-equipped ...","[two large capacity batteries provide approximately two hours, lg cordzero a925 kompressor stick vacuum, approximately 80 minutes, vacuum cleaning power, dedicated storage places, large house, tho..."
21,21,0.001703,0.021897,0.976400,0,5,I believe that you will be just as thoroughly pleased and satisfied with the excellent CordZero A925 Kompressor stick vacuum as we are with ours!,"[excellent cordzero a925 kompressor stick vacuum, thoroughly pleased, satisfied, believe]"
22,22,0.001025,0.029041,0.969935,1,5,"Highly portable, yet powerful stick vacuum. The LG CordZero Cordless Stick Vacuum is a great looking, relatively light vacuum cleaner which fits in nicely between our existing corded and robot vac...","[lg cordzero cordless stick vacuum, yet powerful stick vacuum, relatively light vacuum cleaner, robot vacuum cleaners, highly portable, great looking, existing corded, nicely, fits]"
23,23,0.464006,0.413457,0.122537,1,5,"Unboxing and assembly seemed to take longer than I had anticipated, as some of the references in the quick-start and instructions referred to items that were not included in my set. It appears tha...","[three different flavors, take longer, bit confusing, assembly seemed, accessory holder, mopping ability, instructions referred, mopping, instructions, vacuum, use, unboxing, start, size, set, ref..."
24,24,0.011125,0.301940,0.686935,1,5,"The manual advises charging the batteries before usage so I timed it and it was about an hour or so before the battery was fully charged. Once the vacuum charging mount is assembled, it provides a...","[manual advises charging, effective running time, primary battery runs, vacuum charging mount, top part, mount –, fully charged, continue cleaning, board battery, battery remains, vacuum, mount, b..."
25,25,0.010153,0.629116,0.360732,1,5,The charging mount can be free-standing or attached to a wall with the included mounting hardware. You can even dispense with the stand’s foot if you are wall mounting and don’t need to free-stand...,"[included mounting hardware, wall mounting, likely mount, freestanding mount, even dispense, charging mount, stand ’, ’, wall, stand, vacuum, using, standing, need, line, later, free, foot, attached]"
26,26,0.279539,0.561622,0.158839,1,5,The stand includes two accessory mount points which securely hold the two included tools (crevice and soft brush). It means that the accessories are not with you as you clean but they are at least...,"[stand includes two accessory mount points, two included tools, soft brush , occasionally see something, obvious storage spot, corded standing vacuums, securely hold, really want, head back, big d..."
27,27,0.013796,0.160067,0.826137,1,5,"The vacuum can join your Wi-Fi network and then the LG ThinQ app will track things like battery life, cleaning history and other interesting but not necessary data. For me, it is mostly a novelty ...","[track things like battery life, lg thinq app, app notifies, necessary data, fully charged, fi network, cleaning history, like, wi, vacuum, novelty, mostly, join, interesting, batteries]"
28,28,0.005357,0.081860,0.912783,1,5,"Using the vacuum is quite liberating. After years of cleaning a 2600 square foot home with various corded vacuums, it was eye-opening to take the same route with a cordless vacuum.","[2600 square foot home, various corded vacuums, quite liberating, cordless vacuum, vacuum, years, using, take, route, opening, eye, cleaning]"
29,29,0.161552,0.511391,0.327057,1,5,"With the universal floor tool attached, I found I was moving around quicker than with the corded. As the vacuum is lighter and did not have as aggressive beater bar inside the floor tool, I was co...","[certainly leaves less obvious marks, aggressive beater bar inside, universal floor tool might, universal floor tool attached, moving around quicker, floor tool, laminate floor, still seemed, real..."
30,30,0.021616,0.268330,0.710054,1,5,"Being able to just keep going where I would previously have to retrace my steps, in order not to exceed the power cord length was great. In addition, the Kompressor technology helps to reduce stop...","[reduced cleaning power, power cord length, carpet fiber etc, push button slide, kompressor technology helps, also helped keep, really push, kompressor really, would previously, reduce stops, push..."
31,31,0.199431,0.508704,0.291865,1,5,"I was able to do about three quarters of our house, including stairs, with a single battery on normal power. Occasionally I would boost the power to get something embedded in the carpet but did no...","[turbo function yet, lg documentation shows, get something embedded, would boost, three quarters, single battery, including stairs, higher modes, drastically reduced, battery life, normal power, p..."
32,32,0.023077,0.257786,0.719137,1,5,Swapping batteries was painless other than the vacuum abruptly stopping and needing to walk back to the charging station to swap them over. I then had plenty of power to return upstairs and finish...,"[vacuum abruptly stopping, last two rooms, walk back, swapping batteries, return upstairs, charging station, swap, power, plenty, painless, needing, finish]"
33,33,0.451127,0.391579,0.157294,1,5,The app kept track of running time and battery status as I cleaned which was interesting but not especially useful. Perhaps over time it could be but the jury is still out for me on the app right ...,"[consumable parts like filters, app kept track, app right, lg warns, especially useful, battery status, running time, comes time, time, worst, wear, still, replaced, replace, point, perhaps, need,..."
34,34,0.008118,0.062141,0.929741,1,5,"In summary, I am very happy with the portability and power of this vacuum and it seemed to be on par with the bigger, heavier corded vacuum we own. It could be run as a stick vacuum or you could r...","[especially glamorous – still makes, fairly large house, heavier corded vacuum, two batteries, stick vacuum, stick part, smaller spaces, need emptying, kompressor tech, good enough, cyclone effect..."
35,35,0.004154,0.037901,0.957944,1,5,Great job LG!,[great job lg]
36,36,0.005530,0.374322,0.620148,2,5,LG CordZero A925KSM Cordless Stick Is A STANDOUT. This LG Cord Zero cordless stick vacuum with Kompressor technology comes with two batteries for extended run time and a clever dirt squisher.,"[lg cord zero cordless stick vacuum, lg cordzero a925ksm cordless stick, kompressor technology comes, extended run time, clever dirt squisher, two batteries, standout]"
37,37,0.042227,0.345242,0.612531,2,5,Kompressor technology is a clever built-in feature that compresses the dirt in the dust bin so it does not need to be emptied as often. Moving a lever is all it takes to squish the bin contents.,"[kompressor technology, dust bin, clever built, bin contents, takes, squish, often, need, moving, lever, feature, emptied, dirt, compresses]"
38,38,0.007540,0.423029,0.569431,2,5,Get up to 120 minutes of uninterrupted performance with a pair of included batteries. These batteries are said to be an upgraded lithium-ion design that can take repeated charges and discharges an...,"[take repeated charges, upgraded lithium, uninterrupted performance, ion design, come back, 120 minutes, included batteries, batteries, said, pair, get, discharges]"
39,39,0.011252,0.727649,0.261099,2,5,"A portable charging stand is provided that holds the CordZero in place and does not require holes to be drilled into a wall, though wall mounting is an option.","[portable charging stand, though wall mounting, require holes, wall, provided, place, option, holds, drilled, cordzero]"
40,40,0.037613,0.491923,0.470464,2,5,One-touch controls turn the vacuum on and off and adjust power levels up to Turbo mode with just a thumb. This should prove to be less strenuous on the hand.,"[touch controls turn, adjust power levels, turbo mode, less strenuous, vacuum, thumb, prove, one, hand]"
41,41,0.006955,0.353613,0.639432,2,5,Telescope the wand for greater flexibility and to more conveniently store the unit away while taking up less space.,"[unit away, less space, greater flexibility, conveniently store, wand, telescope, taking]"
42,42,0.012111,0.410593,0.577297,2,5,"Removable and washable filters extend the life of the vacuum. In addition, the cyclone system is removable and washable.","[washable filters extend, cyclone system, washable, vacuum, removable, life, addition]"
43,43,0.008000,0.357464,0.634536,2,5,"A Smart Inverter Motor creates powerful suction and is backed by a 10-year limited warranty (the motor, not the batteries).","[smart inverter motor creates powerful suction, year limited warranty, batteries , motor, backed, 10]"
44,44,0.007644,0.589487,0.402869,2,5,The ThinQ app for iOS and Android allows users to check on the vacuum’s cleaning history and perform product diagnostics.,"[perform product diagnostics, android allows users, vacuum ’, thinq app, cleaning history, ios, check]"
45,45,0.018331,0.610361,0.371308,2,5,"Convertible from a stick to a hand vac, clean floors, furniture and vehicle interiors. Use the included Universal Power Nozzle when in hand vac mode.","[included universal power nozzle, hand vac mode, hand vac, vehicle interiors, clean floors, use, stick, furniture, convertible]"
46,46,0.466536,0.477103,0.056362,2,5,"LG CordZero is recommended for homes with minimal carpeting or rugs. It is not recommended for use on any fiber floor covering with medium to deep pile, the same as for any vacuum with a spinning ...","[spinning brush head, fiber floor covering, minimal carpeting, lg cordzero, deep pile, vacuum, use, rugs, recommended, medium, homes]"
47,47,0.138829,0.794063,0.067108,2,5,**WHAT’S IN THE BOX**,"[box , , ’]"
48,48,0.025657,0.904394,0.069949,2,5,• A925KSM CordZero Cordless Stick Vacuum (Six pounds w/o accessories)\n• Telescoping wand\n• Universal Power Nozzle\n• 2 Quick Release Batteries\n• Portable Charging Station\n• Crevice Tool\n• Ext...,"[• telescoping wand • universal power nozzle • 2 quick release batteries • portable charging station • crevice tool • extra pre, • a925ksm cordzero cordless stick vacuum, filter • ac power adapter..."
49,49,0.172997,0.762960,0.064043,2,5,**THE SETUP**,"[setup , ]"
50,50,0.086150,0.803857,0.109993,2,5,"Manuals read, BOTH batteries charged (can take up to 240 minutes from fully discharged), it’s time to . . .","[fully discharged , manuals read, batteries charged, 240 minutes, ’, time, take]"
51,51,0.221009,0.722013,0.056977,2,5,**PUT IT TO THE TEST**,"[test ,  put]"
52,52,0.040535,0.486607,0.472858,2,5,"A strong, not too loud, motor whir tells me this stick means business.There is plenty of suction even on the lowest power setting. Once it hits a low-pile rug, the power level should be increased ...","[stick means business, motor whir tells, lowest power setting, power level, suction even, pile rug, strong, plenty, low, loud, increased, hits, expected, effectiveness]"
53,53,0.049434,0.360005,0.590561,2,5,"The Kompressor lever is a novel gimmick and it works. As the bin fills, the contents tend to coalesce near the cyclonic ports. Using the Kompressor lever allows the dirt, dust and other debris to ...","[kompressor lever allows, kompressor lever, require emptying, novel gimmick, cyclonic ports, contents tend, coalesce near, clever idea, bin fills, bin, works, using, thought, frequently, dust, dir..."
54,54,0.005754,0.072083,0.922163,2,5,"Battery performance has been as expected, with both batteries providing enough power to clean everywhere. I like the ease-of-use when vacuuming inside our cars.","[batteries providing enough power, vacuuming inside, clean everywhere, battery performance, use, like, expected, ease, cars]"
55,55,0.169722,0.450161,0.380117,2,5,"Easy to empty, and the simple, washable filter is very effective. There are no consumables to deal with on a regular basis, though the filters will degrade over time. The batteries will eventually...","[unplanned deep cleaning, washable filter, regular basis, equal importance, eventually need, need, unusual, time, though, simple, replaced, filters, empty, effective, easy, design, degrade, deal, ..."
56,56,0.088430,0.789405,0.122166,2,5,The brush head is easy to dismantle for removal of anything wrapped around the brush. A quarter-turn of the red screw on the bottom releases the cover for brush head access.,"[anything wrapped around, brush head access, brush head, red screw, bottom releases, brush, turn, removal, quarter, easy, dismantle, cover]"
57,57,0.298649,0.652379,0.048972,2,5,There have been no clogs to remove.,"[remove, clogs]"
58,58,0.564261,0.385477,0.050262,2,5,"The Wi-Fi-enabled ThinQ App’s monitoring shows a detailed cleaning history and other stats but is, in my mind, a feature that is not so important or relevant to this reviewer.","[enabled thinq app ’, detailed cleaning history, monitoring shows, wi, stats, reviewer, relevant, mind, important, fi, feature]"
59,59,0.001132,0.018471,0.980397,2,5,Everyone here is pretty impressed with this LG CordZero.,"[pretty impressed, lg cordzero, everyone]"
60,60,0.188079,0.742704,0.069217,2,5,**CONCLUSION**,[ conclusion ]
61,61,0.004953,0.041228,0.953819,2,5,"Easy to set up. Easy to use. Easy to like, even love. Very easy to recommend.","[even love, use, set, recommend, like, easy]"
62,62,0.403377,0.548665,0.047958,2,5,**WARRANTY**,[ warranty ]
63,63,0.013845,0.830572,0.155583,2,5,"Manufacturer’s one year warranty from the date of the original purchase, and 10 years on the Smart Inverter Motor","[smart inverter motor, one year warranty, original purchase, manufacturer ’, 10 years, date]"
64,64,0.002627,0.070302,0.927072,3,5,"Powerful compact stick vacuum!. Compact, bagless, super light and yet a powerful stick vacuum with tons of features. It came with an extra battery and an extra pre-filter along with a combination ...","[powerful compact stick vacuum , powerful stick vacuum, superlight stick vacuum, standalone charging base, 60 min operation, telescopic wand, super light, kompressor lever, first thing, filter alo..."
65,65,0.014142,0.121609,0.864249,3,5,Design:  Small form factor with a base station to charge the stick vacuum and the additional battery. The charging station or the base is heavy enough to hold the stick vacuum in place and I didn'...,"[battery life reduce quite, cyclone head slides right, wall mount option, twisting one end, small form factor, lg thinq app, good thinking lg, diagnose issues right, three suction levels, also hel..."
66,66,0.045285,0.145460,0.809255,3,5,"Function:  Coming to the suction power, I was impressed on how good it was it in picking up the fine dust from the rugs. The five-stage filtration system speaks for itself when you see the bin fil...","[stage filtration system speaks, worked great, vacuum every, suction power, small opening, major problem, large debris, hardwood floors, fine dust, dust accumulation, dry state, bin filled, see us..."
67,67,0.003757,0.029556,0.966686,3,5,"Overall, I highly recommend this powerful vacuum just for the fact it has good suction power and ease of maintenance. It literally took me less than 10 minutes to clean the filter and the cyclone ...","[name brand ones, good suction power, suction power, powerful vacuum, little expensive, literally took, highly recommend, dust bin, definitely beats, cyclone head, battery life, 2 weeks, 10 minute..."
68,68,0.440502,0.302698,0.256799,4,5,"Nice experience!. I have several vacuum cleaners, even though I don’t really enjoy vacuuming. I like the end result, but the actual process of vacuuming is a chore. I have never used a cordless st...","[cordless stick vacuum like, nice experience , actually enjoy using, several vacuum cleaners, really enjoy vacuuming, lg one though, vacuum cleaners, even though, whole time, sweaty whenever, stan..."
69,69,0.012766,0.132797,0.854437,4,5,"This LG came with a wall-mount stand for the vac, but at this point, I’m not going to be installing that permanently on my wall somewhere. I have shared a picture of how to charge this vac if you ...","[little suction cup, good operating mode, go unmounted like, nice maintenance guide, good tool, feels like, dirt cup, two batteries, several things, regular nozzle, plastic sheet, nice touch, moun..."
70,70,0.011510,0.069025,0.919466,4,5,"I really like this stick vac to suck up the hair on my bathroom floor. With my regular push vac, it always sucks up the rugs that I have in there and it’s a pain. With this stick I just sweep with...","[turbo power button, hard surface floors, extra vacuum power, right handed everything, left handed users, regular push vac, left handed, regular mode, vac unit, tile floor, really like, get distur..."
71,71,0.034750,0.205436,0.759814,4,5,"I connected this to my LG ThinQ app, it wasn’t too difficult. I already had the app because I have an LG smart TV, but for some reason, that isn’t on the app anymore and I couldn’t reconnect it. I...","[many times someone, lg smart tv, lg thinq app, smart app, vacuum cleaner, multiple people, keep tabs, finished charging, app anymore, also tells, app, ’, work, well, want, vac, used, share, recon..."
72,72,0.033310,0.246927,0.719763,5,4,"A handy manageably-sized vacuum. The LG A9 CordZero is the latest in LG’s stick vacuum cleaner models. I have one of the earliest versions and for the most part was happy with it, but there were a...","[stick vacuum cleaner models, spare air filter, main vacuum head, main container unit, already inserted , 2 inches wide, lg a9 cordzero, sized vacuum, cordzero comes, use mine, several accessories..."
73,73,0.085542,0.418067,0.496390,5,4,"The CordZero is smaller compared to some other stick vacuums, so has a smaller dirt container on it. My older model would get easily clogged with dirt and frankly was a little bit of a pain to cle...","[older model would get easily clogged, pivots easily around furniture, main vacuum head slides, newer a9 model, main head swivels, forces anything stuck, air filter needs, – much easier, smaller d..."
74,74,0.040222,0.396494,0.563284,5,4,"You have three levels of power (normal, power, and turbo), so your battery life will vary depending on what you use. Normal can get you from 40-60 minutes, but I find this is best for just light d...","[cover huge areas per swath, 30 minutes per charge, main vacuum head, wet vacuuming –, light duty work, good cleaning power, 7 minutes using, huge rooms, 60 minutes, note –, vary depending, two ba..."
75,75,0.265561,0.544471,0.189968,5,4,"You can download the “LG ThinQ” app from Apple or Google with this model, and it will connect via WiFi to the vacuum (2.4 Ghz only), so after creating an account with it and picking the item you h...","[“ lg thinq ” app, connect via wifi, working initially, unnecessarily fiddly, run diagnostics, getting clogged, easy enough, bit buggy, 4 ghz, though , get connected, though, get, ’, vacuum, statu..."
76,76,0.023894,0.121932,0.854174,5,4,"Overall I really like this updated model. It works as well or slightly better than the original, the Kompressor lever makes cleaning it out much easier, and the size is perfect for many. My only c...","[kompressor lever makes cleaning, main cleaning head, certain larger items, updated model, slightly lift, slightly better, sale prices, really like, much easier, indoor haircut, game changer, etc ..."
77,77,0.002699,0.082241,0.915060,6,5,Amazing Cordless Vacuum w/ Swappable Battery!. Looking for a powerful cordless stick vacuum with the ability to hot swap batteries to complete the necessary cleaning job? The LG CordZero Cordless ...,"[lg cordzero cordless stick vacuum, powerful cordless stick vacuum, amazing cordless vacuum w, swappable battery , necessary cleaning job, hot swap batteries, kompressor technology, covered ladies..."
78,78,0.037672,0.293299,0.669029,6,5,I personally own a Dyson Cyclone V10 which technically is 4 years or so old now and I remember when I first got it; the one thing I had an issue with the most was the battery life. I would have it...,"[lg cordzero cordless stick vacuum, would last maybe 20 minutes, solid 2 hours, dyson cyclone v10, battery last, using one, suction power, one thing, one charging, kompressor technology, first got..."
79,79,0.011382,0.085001,0.903616,6,5,I really enjoyed the usability and comfortability of the LG CordZero Cordless Stick Vacuum with Kompressor technology. Instead of having to constantly hold down a trigger to operate this vacuum; i...,"[lg cordzero cordless stick vacuum, use different attachments, lets say vacuuming, one touch control, suction power, probably wondering, may think, maintenance right, kompressor technology, hard f..."
80,80,0.003476,0.025855,0.970670,6,5,Overall I must say that I am really happy with the LG CordZero Cordless Stick Vacuum with Kompressor technology. Now I have the ability to do an amazing vacuuming job for 2 hours and don’t have to...,"[lg cordzero cordless stick vacuum, amazing vacuuming job, really happy, must say, kompressor technology, always worry, 2 hours, ’, time, overall, going, empty, dustbin, ability]"
81,81,0.008414,0.060423,0.931164,7,4,"There's a Lot To Love. We have a travel trailer we rent out during the summers, so once a week we are always cleaning, readying the trailer for the next rental. I have to admit the Dyson V8 we've ...","[powerful , nothing else, next rental, maximum power, dyson v8, always cleaning, 8 min, travel trailer, trailer, years, week, summers, rent, readying, perfect, overlooking, maneuver, love, lot, li..."
82,82,0.001681,0.028098,0.970220,7,4,"After spending some time with the LG - CordZero Cordless Stick Vacuum with Kompressor technology, I think it’s perfect for anyone who wants a premium cordless vacuum that has an awesome charging s...","[cordzero cordless stick vacuum, premium cordless vacuum, make quick work, excellent dirt pickup, easily replaceable battery, awesome charging stand, kompressor technology, ’, wants, time, think, ..."
83,83,0.017837,0.219149,0.763015,7,4,"I have to admit the Dyson seems to have more powerful suction, but the LG does almost as well while offering conveniences the Dyson simply can't. The stand can go anywhere (you don't have to drill...","[15 minutes per battery, giving 30 min, fully charged one, additional charging station, standard power setting, included spare battery, almost 2 hours, stand also served, stand also, wall , waitin..."
84,84,0.007320,0.070202,0.922477,7,4,"The Kompressor is a terrific feature that allows you to press down on a button to compact dust, dirt and other debris in the storage container. It also makes it easier when emptying into the garba...","[3 washable filters, terrific feature, storage container, cordzero came, compact dust, also makes, press, kompressor, garbage, emptying, easier, dirt, debris, button, allows]"
85,85,0.001525,0.016678,0.981797,7,4,"Overall, the CordZero A9 offers a lot of value, despite its premium-level cost. The CordZero is solidly constructed and cleans incredibly well. While it has a lot of things going for it, what real...","[charge two batteries simultaneously, holds additional attachments, cleans incredibly well, cordzero a9 offers, incredibly versatile, things going, standing dock, solidly constructed, really stand..."
86,86,0.009708,0.089571,0.900721,8,5,Love having 2 removable batteries. Pros:  -Good power on normal mode (no need to stress the battery life)\n-Nice and quiet even on turbo mode\n-Includes a spare filter\n-Filters are washable\n-The...,"[charging stand including strong hidden sticky pads, charging stand holds almost, 6 ’ 2 ”, taller people like, 2 removable batteries, charging stand, adjustable telescopic handle, stand without, t..."
87,87,0.215064,0.425903,0.359033,8,5,Cons:  -The dust bin is not that large although the emptying lever is great\n-I wish the powered mop attachment could be bought separately in the USA because I would buy it right away.,"[powered mop attachment could, would buy, right away, large although, emptying lever, dust bin, bought separately, wish, usa, great, cons]"
88,88,0.003609,0.037820,0.958571,8,5,"\nThe best cordless vacuum on the market based on the removable batteries, runtime and the better build quality and features vs competitors. It’s great for hardwood, rugs and getting under the bed...","[features vs competitors, better build quality, best cordless vacuum, removable batteries, problem either, market based, ’, runtime, rugs, hardwood, great, getting, furniture, beds]"
89,89,0.869419,0.111049,0.019533,9,5,"Best vacuum I have purchased, ever!. I have always had issues with having to empty the bin on my previous Dysons, and that was my main peeve with those vacuums. I have a disability, so I don’t vac...","[never worked right since, last one accidentally sucked, barely hold anything, last dyson, would like, small stick, main peeve, hardwood floor, ever , etc , dog tracked, constantly emptying, basic..."
90,90,0.088000,0.214652,0.697348,9,5,"But with this machine, I can vacuum as much as I want, and with a push of a button, it just compacts everything and makes more room. For the price, there is nothing better for bin space, and with ...","[whole house, nothing better, dyson , compacts everything, bin space, backup battery, ’, want, vacuum, something, room, push, price, much, makes, machine, issues, button, also]"
91,91,0.002008,0.031236,0.966756,9,5,"This was the best investment, period. Especially if you can grab it on sale with a 0% finance deal.","[finance deal, best investment, sale, period, grab, especially, 0]"
92,92,0.005175,0.075151,0.919674,10,5,light and handy vacuum that makes cleaning fun. * Assembly was very easy; pretty much did it just by looking at the pieces.\n* The stand works out very well as we can keep it conveniently at any p...,"[little indoor spider webs, makes cleaning fun, cookie crumbs , certain carpet types, remaining hardwood floor, formal dining room, easily move forward, solid food pieces, little difficulty, livin..."
93,93,0.007211,0.028237,0.964552,11,5,Awesome product. Love this vaccuum. Good suction and overall quality. The multipurpose brush can get bogged down on thick carpet.,"[thick carpet, overall quality, multipurpose brush, good suction, get bogged, awesome product, vaccuum, love]"
94,94,0.342090,0.367209,0.290701,12,4,"Worth the money. Works great , the main thing that I hate it’s that doesn’t have light to see better where is the dust","[works great, see better, main thing, ’, worth, money, light, hate, dust]"
95,95,0.002485,0.022073,0.975442,13,5,Perfect. Pleased with my purchase. I like that it had two batteries to extend the amount of cleaning time.,"[two batteries, cleaning time, purchase, pleased, perfect, like, extend, amount]"
96,96,0.003477,0.011093,0.985430,14,5,"I love it. Love it. It’s durable, lightweight, and picks up literally everything.","[literally everything, ’, picks, love, lightweight, durable]"
97,97,0.870058,0.114693,0.015250,15,2,inconvenient dustbin. I do not like this vacuum. Mainly because emptying the dustbin is too long of a process which creates a mess and leaves you w/o a vacuum for 24hrs while the filter dries. Oth...,"[take multiple times, slightly bigger pieces, hardwood floors, filter dries, inconvenient dustbin, dustbin, w, vacuum, used, review, process, pick, otherwise, mess, maneuverability, mainly, long, ..."
