P_ID,negative,neutral,positive,ID,RATING,PARAGRAPHS,KEYWORDS,KEYWORD
11,0.13390493,0.7040543,0.16204077,0,5,the lithium ion batteries are 259 volt 24 ah  6216 wh 23 ah  5957 wh minimum capacity replacement batteries are expensive so they should be properly maintained battery charging is accommodated by charging one battery while attached to the vacuum motor unit as well as the second battery in the charging stand batteries are not charged simultaneously they are charged sequentially the charging stand first charges the battery which is attached to the vacuum and upon completion then charges the second battery in the stand each battery requires approximately 4 hours to fully charge 8 hours to charge both batteries,"['259 volt 24 ah 6216 wh 23 ah 5957 wh minimum capacity replacement batteries', 'battery requires approximately 4 hours', 'fully charge 8 hours', 'properly maintained battery charging', 'charging stand first charges', 'charging stand batteries', 'lithium ion batteries', 'charging one battery', 'vacuum motor unit', 'second battery', 'upon completion', 'charged simultaneously', 'charged sequentially']","['lithium', 'ion', 'batteries', '259', 'volt', '24', 'ah', '6216', 'wh', '23', '5957', 'minimum', 'capacity', 'replacement', 'expensive', 'properly', 'maintained', 'battery', 'charging', 'accommodated', 'one', 'attached', 'vacuum', 'motor', 'unit', 'well', 'second', 'stand', 'charged', 'simultaneously', 'sequentially', 'first', 'charges', 'upon', 'completion', 'requires', 'approximately', '4', 'hours', 'fully', 'charge', '8']"
12,0.008656533,0.7506939,0.2406496,0,5,completion of charging of each battery is annunciated by led indicators 3 incremental led bars on the vacuum handle for attached battery and a single led on the charging stand for second battery completed charging of the primary battery is also annunciated by a pushnotification to the available lg thinq smartphone app the builtin led panel also shows the progress of charging the need for filter cleaning detection of a clogged vacuum flowpath and indicates if wifi is active,"['led indicators 3 incremental led bars', 'available lg thinq smartphone app', 'builtin led panel also shows', 'second battery completed charging', 'filter cleaning detection', 'clogged vacuum flowpath', 'single led', 'also annunciated', 'charging stand', 'primary battery', 'attached battery', 'vacuum handle']","['completion', 'charging', 'battery', 'annunciated', 'led', 'indicators', '3', 'incremental', 'bars', 'vacuum', 'handle', 'attached', 'single', 'stand', 'second', 'completed', 'primary', 'also', 'pushnotification', 'available', 'lg', 'thinq', 'smartphone', 'app', 'builtin', 'panel', 'shows', 'progress', 'need', 'filter', 'cleaning', 'detection', 'clogged', 'flowpath', 'indicates', 'wifi', 'active']"
13,0.0993445,0.65757877,0.24307671,0,5,i already had the thinq app installed on my lg smartphone nevertheless it required a few attempts to finally connect the vacuum with the app via wifi the cordzero communicates only on 24ghz wifi,"['thinq app installed', 'lg smartphone nevertheless', 'app via wifi', '24ghz wifi', 'finally connect', 'cordzero communicates']","['already', 'thinq', 'app', 'installed', 'lg', 'smartphone', 'nevertheless', 'required', 'attempts', 'finally', 'connect', 'vacuum', 'via', 'wifi', 'cordzero', 'communicates', '24ghz']"
14,0.06231728,0.6381061,0.2995766,0,5,the thinq app tracks usage of the cordzero by date and cleaning sessions reporting total hoursminutes of use it also displays the duration of use in each of the three power modes and notifies the user when filters require cleaning additional data granularity might be useful such as displaying the duration of individual cleaning sessions rather than just the grand total of each day’s use ,"['filters require cleaning additional data granularity might', 'cleaning sessions reporting total hoursminutes', 'individual cleaning sessions rather', 'thinq app tracks usage', 'three power modes', 'grand total', 'day ’', 'also displays']","['thinq', 'app', 'tracks', 'usage', 'cordzero', 'date', 'cleaning', 'sessions', 'reporting', 'total', 'hoursminutes', 'use', 'also', 'displays', 'duration', 'three', 'power', 'modes', 'notifies', 'user', 'filters', 'require', 'additional', 'data', 'granularity', 'might', 'useful', 'displaying', 'individual', 'rather', 'grand', 'day', '’']"
15,0.3774678,0.5767409,0.045791302,0,5,the thinq app displays when the battery attached to the vacuum is being charged and when it is fully charged it does not provide any additional battery status data such as the remaining capacity of the battery  remaining and when charging the progress of the charge  charged – time remaining to 100 there is no information provided for the second battery,"['charge charged – time remaining', 'additional battery status data', 'thinq app displays', 'fully charged', 'battery remaining', 'remaining capacity', 'second battery', 'battery attached', 'information provided']","['thinq', 'app', 'displays', 'battery', 'attached', 'vacuum', 'charged', 'fully', 'provide', 'additional', 'status', 'data', 'remaining', 'capacity', 'charging', 'progress', 'charge', '–', 'time', '100', 'information', 'provided', 'second']"
16,0.0033880386,0.08054023,0.9160717,0,5,one improvement that i believe would be beneficial and appreciated would be the addition of an led display with pushbutton on the lg batteries every tool battery pack that i own has such a display it is very convenient to be able to simply press the button momentarily and for the approximate current remaining charge level of the battery to be instantly displayed on the led lamps,"['lg batteries every tool battery pack', 'approximate current remaining charge level', 'simply press', 'one improvement', 'led lamps', 'led display', 'instantly displayed', 'button momentarily', 'believe would', 'appreciated would']","['one', 'improvement', 'believe', 'would', 'beneficial', 'appreciated', 'addition', 'led', 'display', 'pushbutton', 'lg', 'batteries', 'every', 'tool', 'battery', 'pack', 'convenient', 'able', 'simply', 'press', 'button', 'momentarily', 'approximate', 'current', 'remaining', 'charge', 'level', 'instantly', 'displayed', 'lamps']"
17,0.013633256,0.82363427,0.16273242,0,5,air filtration is comprised of multiple filter elements and is listed as being 5 stage hepa filtration the filters are removable and washable a spare prefilter is also included ,"['5 stage hepa filtration', 'multiple filter elements', 'air filtration', 'spare prefilter', 'also included']","['air', 'filtration', 'comprised', 'multiple', 'filter', 'elements', 'listed', '5', 'stage', 'hepa', 'filters', 'removable', 'washable', 'spare', 'prefilter', 'also', 'included']"
18,0.02388236,0.5429455,0.43317208,0,5,the small dust collection bin can fill quickly the cordzero a925 kompressor employs a very unique lever operated “piston” to compress the dust and pet hair in the bin thereby extending the intervals between emptying a single press of the release latch quickly and neatly dumps the contents of the dust bin,"['unique lever operated “ piston ”', 'cordzero a925 kompressor employs', 'small dust collection bin', 'bin thereby extending', 'release latch quickly', 'dust bin', 'fill quickly', 'single press', 'pet hair', 'neatly dumps']","['small', 'dust', 'collection', 'bin', 'fill', 'quickly', 'cordzero', 'a925', 'kompressor', 'employs', 'unique', 'lever', 'operated', '“', 'piston', '”', 'compress', 'pet', 'hair', 'thereby', 'extending', 'intervals', 'emptying', 'single', 'press', 'release', 'latch', 'neatly', 'dumps', 'contents']"
19,0.0056281737,0.0831396,0.91123223,0,5,i am hopeful that the cordzero a925 proves to be durable and reliable but of course only time will tell the unit is comprised of a significant quantity of plastic components the latch and hinge which secure the dust collection bin appear to potentially be fragile nevertheless the vacuum appears to have a high quality build with a solid feel and well made and nicely finished components the lg cordzero a925 kompressor is a highquality stick vacuum,"['dust collection bin appear', 'lg cordzero a925 kompressor', 'cordzero a925 proves', 'high quality build', 'nicely finished components', 'highquality stick vacuum', 'vacuum appears', 'plastic components', 'well made', 'solid feel', 'significant quantity', 'fragile nevertheless']","['hopeful', 'cordzero', 'a925', 'proves', 'durable', 'reliable', 'course', 'time', 'tell', 'unit', 'comprised', 'significant', 'quantity', 'plastic', 'components', 'latch', 'hinge', 'secure', 'dust', 'collection', 'bin', 'appear', 'potentially', 'fragile', 'nevertheless', 'vacuum', 'appears', 'high', 'quality', 'build', 'solid', 'feel', 'well', 'made', 'nicely', 'finished', 'lg', 'kompressor', 'highquality', 'stick']"
20,0.0031286126,0.034431975,0.96243936,0,5,overall the lg cordzero a925 kompressor stick vacuum is excellent it is compact lightweight easily maneuverable and efficient it is powerful yet not unpleasantly noisy it is wellequipped with accessories which attach and detach with ease and all of which have dedicated storage places on the included chargingstorage stand the two large capacity batteries provide approximately two hours of runtime with the nonpowered tools or approximately 80 minutes of operating time when used with the power nozzle which is more than adequate for thoroughly cleaning a large house the vacuum cleaning power and efficiency are great,"['two large capacity batteries provide approximately two hours', 'lg cordzero a925 kompressor stick vacuum', 'compact lightweight easily maneuverable', 'approximately 80 minutes', 'vacuum cleaning power', 'included chargingstorage stand', 'dedicated storage places', 'large house', 'thoroughly cleaning', 'power nozzle', 'unpleasantly noisy', 'powerful yet', 'operating time', 'nonpowered tools']","['overall', 'lg', 'cordzero', 'a925', 'kompressor', 'stick', 'vacuum', 'excellent', 'compact', 'lightweight', 'easily', 'maneuverable', 'efficient', 'powerful', 'yet', 'unpleasantly', 'noisy', 'wellequipped', 'accessories', 'attach', 'detach', 'ease', 'dedicated', 'storage', 'places', 'included', 'chargingstorage', 'stand', 'two', 'large', 'capacity', 'batteries', 'provide', 'approximately', 'hours', 'runtime', 'nonpowered', 'tools', '80', 'minutes', 'operating', 'time', 'used', 'power', 'nozzle', 'adequate', 'thoroughly', 'cleaning', 'house', 'efficiency', 'great']"
21,0.0017032519,0.021897206,0.97639954,0,5,i believe that you will be just as thoroughly pleased and satisfied with the excellent cordzero a925 kompressor stick vacuum as we are with ours,"['excellent cordzero a925 kompressor stick vacuum', 'thoroughly pleased']","['believe', 'thoroughly', 'pleased', 'satisfied', 'excellent', 'cordzero', 'a925', 'kompressor', 'stick', 'vacuum']"
22,0.0010245322,0.029040825,0.96993464,1,5,highly portable yet powerful stick vacuum the lg cordzero cordless stick vacuum is a great looking relatively light vacuum cleaner which fits in nicely between our existing corded and robot vacuum cleaners,"['great looking relatively light vacuum cleaner', 'highly portable yet powerful stick vacuum', 'lg cordzero cordless stick vacuum', 'robot vacuum cleaners', 'existing corded']","['highly', 'portable', 'yet', 'powerful', 'stick', 'vacuum', 'lg', 'cordzero', 'cordless', 'great', 'looking', 'relatively', 'light', 'cleaner', 'fits', 'nicely', 'existing', 'corded', 'robot', 'cleaners']"
23,0.46400613,0.41345692,0.122537,1,5,unboxing and assembly seemed to take longer than i had anticipated as some of the references in the quickstart and instructions referred to items that were not included in my set it appears that there are three different flavors of this vacuum and although i am happy with mine it had references to accessories an accessory holder and mopping ability which this one does not have again not a problem as i did not get the vacuum for mopping but it was a bit confusing at first to use the onesizefitsall instructions,"['three different flavors', 'take longer', 'onesizefitsall instructions', 'mopping ability', 'instructions referred', 'bit confusing', 'assembly seemed', 'accessory holder']","['unboxing', 'assembly', 'seemed', 'take', 'longer', 'anticipated', 'references', 'quickstart', 'instructions', 'referred', 'items', 'included', 'set', 'appears', 'three', 'different', 'flavors', 'vacuum', 'although', 'happy', 'mine', 'accessories', 'accessory', 'holder', 'mopping', 'ability', 'one', 'problem', 'get', 'bit', 'confusing', 'first', 'use', 'onesizefitsall']"
24,0.011125257,0.30193985,0.6869349,1,5,the manual advises charging the batteries before usage so i timed it and it was about an hour or so before the battery was fully charged once the vacuum charging mount is assembled it provides a spot to charge the battery as well as dock the vacuum with itsonboard battery and both will charge in sequence this means that once the primary battery runs out you can just swap it out for the spare and then charge that one as you continue cleaning doubling the effective running time the vacuum itself will slide down the very top part of the mount and once settled there it will charge the onboard battery as the other battery remains below in its mount – very clever,"['manual advises charging', 'effective running time', 'continue cleaning doubling', 'vacuum charging mount', 'primary battery runs', 'mount –', 'onboard battery', 'itsonboard battery', 'battery remains', 'top part', 'fully charged']","['manual', 'advises', 'charging', 'batteries', 'usage', 'timed', 'hour', 'battery', 'fully', 'charged', 'vacuum', 'mount', 'assembled', 'provides', 'spot', 'charge', 'well', 'dock', 'itsonboard', 'sequence', 'means', 'primary', 'runs', 'swap', 'spare', 'one', 'continue', 'cleaning', 'doubling', 'effective', 'running', 'time', 'slide', 'top', 'part', 'settled', 'onboard', 'remains', '–', 'clever']"
25,0.010152722,0.6291155,0.36073178,1,5,the charging mount can be freestanding or attached to a wall with the included mounting hardware you can even dispense with the stand’s foot if you are wall mounting and don’t need to freestand the vacuum i am using the freestanding mount for now but will likely mount it later down the line,"['included mounting hardware', 'wall mounting', 'stand ’', 'likely mount', 'freestanding mount', 'even dispense', 'charging mount']","['charging', 'mount', 'freestanding', 'attached', 'wall', 'included', 'mounting', 'hardware', 'even', 'dispense', 'stand', '’', 'foot', 'need', 'freestand', 'vacuum', 'using', 'likely', 'later', 'line']"
26,0.2795389,0.5616223,0.15883872,1,5,the stand includes two accessory mount points which securely hold the two included tools crevice and soft brush it means that the accessories are not with you as you clean but they are at least in an obvious storage spot even some corded standing vacuums don’t have the tools on board so this is not a big deal but i occasionally see something i wish i had the tool for and then have to really want it to stop what i am doing and head back to base for the tool,"['stand includes two accessory mount points', 'two included tools crevice', 'obvious storage spot even', 'occasionally see something', 'corded standing vacuums', 'soft brush', 'securely hold', 'really want', 'head back', 'big deal']","['stand', 'includes', 'two', 'accessory', 'mount', 'points', 'securely', 'hold', 'included', 'tools', 'crevice', 'soft', 'brush', 'means', 'accessories', 'clean', 'least', 'obvious', 'storage', 'spot', 'even', 'corded', 'standing', 'vacuums', '’', 'board', 'big', 'deal', 'occasionally', 'see', 'something', 'wish', 'tool', 'really', 'want', 'stop', 'head', 'back', 'base']"
27,0.013796022,0.16006681,0.8261371,1,5,the vacuum can join your wifi network and then the lg thinq app will track things like battery life cleaning history and other interesting but not necessary data for me it is mostly a novelty but i do like when the app notifies me that the batteries are fully charged again,"['track things like battery life cleaning history', 'lg thinq app', 'app notifies', 'wifi network', 'necessary data', 'fully charged']","['vacuum', 'join', 'wifi', 'network', 'lg', 'thinq', 'app', 'track', 'things', 'like', 'battery', 'life', 'cleaning', 'history', 'interesting', 'necessary', 'data', 'mostly', 'novelty', 'notifies', 'batteries', 'fully', 'charged']"
28,0.005357172,0.081860244,0.9127826,1,5,using the vacuum is quite liberating after years of cleaning a 2600 square foot home with various corded vacuums it was eyeopening to take the same route with a cordless vacuum,"['2600 square foot home', 'various corded vacuums', 'quite liberating', 'cordless vacuum']","['using', 'vacuum', 'quite', 'liberating', 'years', 'cleaning', '2600', 'square', 'foot', 'home', 'various', 'corded', 'vacuums', 'eyeopening', 'take', 'route', 'cordless']"
29,0.16155176,0.51139146,0.3270568,1,5,with the universal floor tool attached i found i was moving around quicker than with the corded as the vacuum is lighter and did not have as aggressive beater bar inside the floor tool i was concerned it wasn’t as powerful as the corded it certainly leaves less obvious marks on the carpet but still seemed to collect the same amount of carpet fiber pet hair and other debris the manual had warned that the universal floor tool might be loud on hard surfaces but i did not really notice and it did fine on our mix of carpet vinyl and laminate floor,"['certainly leaves less obvious marks', 'aggressive beater bar inside', 'carpet fiber pet hair', 'universal floor tool might', 'universal floor tool attached', 'moving around quicker', 'floor tool', 'laminate floor', 'carpet vinyl', 'still seemed', 'really notice', 'hard surfaces']","['universal', 'floor', 'tool', 'attached', 'found', 'moving', 'around', 'quicker', 'corded', 'vacuum', 'lighter', 'aggressive', 'beater', 'bar', 'inside', 'concerned', '’', 'powerful', 'certainly', 'leaves', 'less', 'obvious', 'marks', 'carpet', 'still', 'seemed', 'collect', 'amount', 'fiber', 'pet', 'hair', 'debris', 'manual', 'warned', 'might', 'loud', 'hard', 'surfaces', 'really', 'notice', 'fine', 'mix', 'vinyl', 'laminate']"
30,0.021616288,0.26832998,0.71005374,1,5,being able to just keep going where i would previously have to retrace my steps in order not to exceed the power cord length was great in addition the kompressor technology helps to reduce stops and visits to empty the debris cannister in the garbage the kompressor really is just a push button slide that pushes hair carpet fiber etc down near the bottom of the cannister so you can continue vacuuming for longer i found it did reduce stops but did not really push it to the limit in case it reduced cleaning power it also helped keep the cannister cleaner as debris wasn’t able to just gather at the top although it remains to be seen if that will continue to work or dust will build up near the top over time that said the manual said you could wash out the cannister so it may not be an issue if you keep up with maintenance,"['pushes hair carpet fiber etc', 'reduced cleaning power', 'power cord length', 'push button slide', 'kompressor technology helps', 'also helped keep', 'really push', 'kompressor really', 'keep going', 'would previously', 'top although', 'reduce stops', 'manual said', 'debris cannister', 'could wash', 'continue vacuuming', 'cannister cleaner']","['able', 'keep', 'going', 'would', 'previously', 'retrace', 'steps', 'order', 'exceed', 'power', 'cord', 'length', 'great', 'addition', 'kompressor', 'technology', 'helps', 'reduce', 'stops', 'visits', 'empty', 'debris', 'cannister', 'garbage', 'really', 'push', 'button', 'slide', 'pushes', 'hair', 'carpet', 'fiber', 'etc', 'near', 'bottom', 'continue', 'vacuuming', 'longer', 'found', 'limit', 'case', 'reduced', 'cleaning', 'also', 'helped', 'cleaner', '’', 'gather', 'top', 'although', 'remains', 'seen', 'work', 'dust', 'build', 'time', 'said', 'manual', 'could', 'wash', 'may', 'issue', 'maintenance']"
31,0.19943097,0.50870425,0.29186478,1,5,i was able to do about three quarters of our house including stairs with a single battery on normal power occasionally i would boost the power to get something embedded in the carpet but did not need the turbo function yet the lg documentation shows that the battery life is drastically reduced if you run it in the higher modes for too long so i was careful,"['turbo function yet', 'normal power occasionally', 'lg documentation shows', 'house including stairs', 'get something embedded', 'would boost', 'three quarters', 'single battery', 'higher modes', 'drastically reduced', 'battery life']","['able', 'three', 'quarters', 'house', 'including', 'stairs', 'single', 'battery', 'normal', 'power', 'occasionally', 'would', 'boost', 'get', 'something', 'embedded', 'carpet', 'need', 'turbo', 'function', 'yet', 'lg', 'documentation', 'shows', 'life', 'drastically', 'reduced', 'run', 'higher', 'modes', 'long', 'careful']"
32,0.023076663,0.25778624,0.71913713,1,5,swapping batteries was painless other than the vacuum abruptly stopping and needing to walk back to the charging station to swap them over i then had plenty of power to return upstairs and finish the last two rooms,"['vacuum abruptly stopping', 'last two rooms', 'walk back', 'swapping batteries', 'return upstairs', 'charging station']","['swapping', 'batteries', 'painless', 'vacuum', 'abruptly', 'stopping', 'needing', 'walk', 'back', 'charging', 'station', 'swap', 'plenty', 'power', 'return', 'upstairs', 'finish', 'last', 'two', 'rooms']"
33,0.45112714,0.39157888,0.15729399,1,5,the app kept track of running time and battery status as i cleaned which was interesting but not especially useful perhaps over time it could be but the jury is still out for me on the app right now at worst it might be helpful when it comes time to replace some of the consumable parts like filters and batteries which lg warns will wear out and need to be replaced at some point,"['consumable parts like filters', 'especially useful perhaps', 'app kept track', 'app right', 'running time', 'lg warns', 'comes time', 'battery status']","['app', 'kept', 'track', 'running', 'time', 'battery', 'status', 'cleaned', 'interesting', 'especially', 'useful', 'perhaps', 'could', 'jury', 'still', 'right', 'worst', 'might', 'helpful', 'comes', 'replace', 'consumable', 'parts', 'like', 'filters', 'batteries', 'lg', 'warns', 'wear', 'need', 'replaced', 'point']"
