P_ID,negative,neutral,positive,ID,RATING,PARAGRAPHS,KEYWORDS,KEYWORD
10,0.015155448,0.3632907,0.62155384,0,5,LG claims 40 minutes of operation per battery in Normal mode 20 minutes in Power mode and 6 minutes in Turbo mode when using the floor cleaning Universal Power Nozzle When used with a nonpowered tool the claimed operating times are 60 minutes in Normal mode 30 minutes in Power mode and 7 minutes in Turbo mode When used with the power nozzle the claimed run times are 40 minutes in Normal mode 20 minutes in Power mode and 6 minutes in Turbo mode Using two fully charged batteries provides for doubling of the foregoing operating times The power unit of the vacuum has an LED display with 3 incremental bars for battery capacity After using the LG A925 several times we believe that with the two included batteries whole house cleaning is well within expectations,"['turbo mode using two fully charged batteries provides', 'two included batteries whole house cleaning', 'floor cleaning universal power nozzle', 'lg a925 several times', 'normal mode 30 minutes', 'normal mode 20 minutes', 'lg claims 40 minutes', 'foregoing operating times', 'claimed run times', 'claimed operating times', 'well within expectations', 'turbo mode', '3 incremental bars', 'operation per battery', 'power mode', 'power nozzle', '40 minutes', '7 minutes', '60 minutes', '6 minutes', 'power unit', 'battery capacity', 'nonpowered tool', 'led display']","['turbo mode using two fully charged batteries provides', 'two included batteries whole house cleaning', 'floor cleaning universal power nozzle', 'lg a925 several times', 'normal mode 30 minutes', 'normal mode 20 minutes', 'lg claims 40 minutes', 'foregoing operating times', 'claimed run times', 'claimed operating times', 'well within expectations', 'turbo mode', '3 incremental bars', 'operation per battery', 'power mode', 'power nozzle', '40 minutes', '7 minutes', '60 minutes', '6 minutes', 'power unit', 'using', 'battery capacity', 'nonpowered tool', 'led display', 'vacuum', 'used', 'doubling', 'believe']"
11,0.13390493,0.7040543,0.16204077,0,5,The lithium ion batteries are 259 volt 24 Ah  6216 Wh 23 Ah  5957 Wh minimum capacity Replacement batteries are expensive so they should be properly maintained Battery charging is accommodated by charging one battery while attached to the vacuum motor unit as well as the second battery in the charging stand Batteries are not charged simultaneously they are charged sequentially The charging stand first charges the battery which is attached to the vacuum and upon completion then charges the second battery in the stand Each battery requires approximately 4 hours to fully charge 8 hours to charge both batteries,"['259 volt 24 ah 6216 wh 23 ah 5957 wh minimum capacity replacement batteries', 'battery requires approximately 4 hours', 'fully charge 8 hours', 'properly maintained battery charging', 'charging stand first charges', 'charging stand batteries', 'lithium ion batteries', 'charging one battery', 'vacuum motor unit', 'second battery', 'upon completion', 'charged simultaneously', 'charged sequentially']","['259 volt 24 ah 6216 wh 23 ah 5957 wh minimum capacity replacement batteries', 'battery requires approximately 4 hours', 'fully charge 8 hours', 'properly maintained battery charging', 'charging stand first charges', 'charging stand batteries', 'lithium ion batteries', 'charging one battery', 'vacuum motor unit', 'batteries', 'second battery', 'upon completion', 'charged simultaneously', 'charged sequentially', 'battery', 'stand', 'charges', 'charge', 'vacuum', 'well', 'expensive', 'attached', 'accommodated']"
12,0.008656533,0.7506939,0.2406496,0,5,Completion of charging of each battery is annunciated by LED indicators 3 incremental LED bars on the vacuum handle for attached battery and a single LED on the charging stand for second battery Completed charging of the primary battery is also annunciated by a pushnotification to the available LG ThinQ smartphone app The builtin LED panel also shows the progress of charging the need for filter cleaning detection of a clogged vacuum flowpath and indicates if WiFi is active,"['led indicators 3 incremental led bars', 'available lg thinq smartphone app', 'builtin led panel also shows', 'second battery completed charging', 'filter cleaning detection', 'clogged vacuum flowpath', 'single led', 'also annunciated', 'charging stand', 'primary battery', 'attached battery', 'vacuum handle']","['led indicators 3 incremental led bars', 'available lg thinq smartphone app', 'builtin led panel also shows', 'second battery completed charging', 'filter cleaning detection', 'clogged vacuum flowpath', 'single led', 'also annunciated', 'vacuum handle', 'charging stand', 'primary battery', 'attached battery', 'charging', 'battery', 'annunciated', 'wifi', 'pushnotification', 'progress', 'need', 'indicates', 'completion', 'active']"
13,0.0993445,0.65757877,0.24307671,0,5,I already had the ThinQ app installed on my LG smartphone Nevertheless it required a few attempts to finally connect the vacuum with the app via wifi The CordZero communicates only on 24GHz wifi,"['thinq app installed', 'lg smartphone nevertheless', 'app via wifi', '24ghz wifi', 'finally connect', 'cordzero communicates']","['thinq app installed', 'lg smartphone nevertheless', 'app via wifi', '24ghz wifi', 'finally connect', 'cordzero communicates', 'vacuum', 'required', 'attempts', 'already']"
14,0.06231728,0.6381061,0.2995766,0,5,The ThinQ app tracks usage of the CordZero by date and cleaning sessions reporting total hoursminutes of use It also displays the duration of use in each of the three power modes and notifies the user when filters require cleaning Additional data granularity might be useful such as displaying the duration of individual cleaning sessions rather than just the grand total of each day’s use ,"['filters require cleaning additional data granularity might', 'cleaning sessions reporting total hoursminutes', 'individual cleaning sessions rather', 'thinq app tracks usage', 'three power modes', 'grand total', 'day ’', 'also displays']","['filters require cleaning additional data granularity might', 'cleaning sessions reporting total hoursminutes', 'individual cleaning sessions rather', 'thinq app tracks usage', 'three power modes', 'grand total', 'day ’', 'also displays', 'user', 'useful', 'use', 'notifies', 'duration', 'displaying', 'date', 'cordzero']"
15,0.3774678,0.5767409,0.045791302,0,5,The ThinQ app displays when the battery attached to the vacuum is being charged and when it is fully charged It does not provide any additional battery status data such as the remaining capacity of the battery  remaining and when charging the progress of the charge  charged – time remaining to 100 There is no information provided for the second battery,"['charge charged – time remaining', 'additional battery status data', 'thinq app displays', 'fully charged', 'battery remaining', 'remaining capacity', 'second battery', 'battery attached', 'information provided']","['charge charged – time remaining', 'additional battery status data', 'thinq app displays', 'battery remaining', 'remaining capacity', 'fully charged', 'second battery', 'battery attached', 'information provided', 'charged', 'vacuum', 'provide', 'progress', 'charging', '100']"
16,0.0033880386,0.08054023,0.9160717,0,5,One improvement that I believe would be beneficial and appreciated would be the addition of an LED display with pushbutton on the LG batteries Every tool battery pack that I own has such a display It is very convenient to be able to simply press the button momentarily and for the approximate current remaining charge level of the battery to be instantly displayed on the LED lamps,"['lg batteries every tool battery pack', 'approximate current remaining charge level', 'simply press', 'one improvement', 'led lamps', 'led display', 'instantly displayed', 'button momentarily', 'believe would', 'appreciated would']","['lg batteries every tool battery pack', 'approximate current remaining charge level', 'simply press', 'one improvement', 'led lamps', 'instantly displayed', 'button momentarily', 'believe would', 'appreciated would', 'led display', 'battery', 'display', 'pushbutton', 'convenient', 'beneficial', 'addition', 'able']"
17,0.013633256,0.82363427,0.16273242,0,5,Air filtration is comprised of multiple filter elements and is listed as being 5 stage HEPA filtration The filters are removable and washable A spare prefilter is also included ,"['5 stage hepa filtration', 'multiple filter elements', 'air filtration', 'spare prefilter', 'also included']","['5 stage hepa filtration', 'multiple filter elements', 'air filtration', 'spare prefilter', 'also included', 'washable', 'removable', 'listed', 'filters', 'comprised']"
18,0.02388236,0.5429455,0.43317208,0,5,The small dust collection bin can fill quickly The CordZero A925 Kompressor employs a very unique lever operated “piston” to compress the dust and pet hair in the bin thereby extending the intervals between emptying A single press of the release latch quickly and neatly dumps the contents of the dust bin,"['unique lever operated “ piston ”', 'cordzero a925 kompressor employs', 'small dust collection bin', 'bin thereby extending', 'release latch quickly', 'dust bin', 'fill quickly', 'single press', 'pet hair', 'neatly dumps']","['unique lever operated “ piston ”', 'cordzero a925 kompressor employs', 'small dust collection bin', 'bin thereby extending', 'release latch quickly', 'dust bin', 'fill quickly', 'single press', 'pet hair', 'neatly dumps', 'dust', 'intervals', 'emptying', 'contents', 'compress']"
19,0.0056281737,0.0831396,0.91123223,0,5,I am hopeful that the CordZero A925 proves to be durable and reliable but of course only time will tell The unit is comprised of a significant quantity of plastic components The latch and hinge which secure the dust collection bin appear to potentially be fragile Nevertheless the vacuum appears to have a high quality build with a solid feel and well made and nicely finished components The LG CordZero A925 Kompressor is a highquality stick vacuum,"['dust collection bin appear', 'lg cordzero a925 kompressor', 'cordzero a925 proves', 'high quality build', 'nicely finished components', 'highquality stick vacuum', 'vacuum appears', 'plastic components', 'well made', 'solid feel', 'significant quantity', 'fragile nevertheless']","['dust collection bin appear', 'lg cordzero a925 kompressor', 'cordzero a925 proves', 'high quality build', 'nicely finished components', 'highquality stick vacuum', 'vacuum appears', 'plastic components', 'well made', 'solid feel', 'significant quantity', 'fragile nevertheless', 'unit', 'time', 'tell', 'secure', 'reliable', 'potentially', 'latch', 'hopeful', 'hinge', 'durable', 'course', 'comprised']"
20,0.0031286126,0.034431975,0.96243936,0,5,Overall the LG CordZero A925 Kompressor stick vacuum is excellent It is compact lightweight easily maneuverable and efficient It is powerful yet not unpleasantly noisy It is wellequipped with accessories which attach and detach with ease and all of which have dedicated storage places on the included chargingstorage stand The two large capacity batteries provide approximately two hours of runtime with the nonpowered tools or approximately 80 minutes of operating time when used with the power nozzle which is more than adequate for thoroughly cleaning a large house The vacuum cleaning power and efficiency are great,"['two large capacity batteries provide approximately two hours', 'lg cordzero a925 kompressor stick vacuum', 'compact lightweight easily maneuverable', 'approximately 80 minutes', 'vacuum cleaning power', 'included chargingstorage stand', 'dedicated storage places', 'large house', 'thoroughly cleaning', 'power nozzle', 'unpleasantly noisy', 'powerful yet', 'operating time', 'nonpowered tools']","['two large capacity batteries provide approximately two hours', 'lg cordzero a925 kompressor stick vacuum', 'compact lightweight easily maneuverable', 'approximately 80 minutes', 'vacuum cleaning power', 'included chargingstorage stand', 'dedicated storage places', 'large house', 'thoroughly cleaning', 'power nozzle', 'unpleasantly noisy', 'powerful yet', 'operating time', 'nonpowered tools', 'wellequipped', 'used', 'runtime', 'overall', 'great', 'excellent', 'efficient', 'efficiency', 'ease', 'detach', 'attach', 'adequate', 'accessories']"
21,0.0017032519,0.021897206,0.97639954,0,5,I believe that you will be just as thoroughly pleased and satisfied with the excellent CordZero A925 Kompressor stick vacuum as we are with ours,"['excellent cordzero a925 kompressor stick vacuum', 'thoroughly pleased']","['excellent cordzero a925 kompressor stick vacuum', 'thoroughly pleased', 'satisfied', 'believe']"
22,0.0010245322,0.029040825,0.96993464,1,5,Highly portable yet powerful stick vacuum The LG CordZero Cordless Stick Vacuum is a great looking relatively light vacuum cleaner which fits in nicely between our existing corded and robot vacuum cleaners,"['great looking relatively light vacuum cleaner', 'highly portable yet powerful stick vacuum', 'lg cordzero cordless stick vacuum', 'robot vacuum cleaners', 'existing corded']","['great looking relatively light vacuum cleaner', 'highly portable yet powerful stick vacuum', 'lg cordzero cordless stick vacuum', 'robot vacuum cleaners', 'existing corded', 'nicely', 'fits']"
23,0.46400613,0.41345692,0.122537,1,5,Unboxing and assembly seemed to take longer than I had anticipated as some of the references in the quickstart and instructions referred to items that were not included in my set It appears that there are three different flavors of this vacuum and although I am happy with mine it had references to accessories an accessory holder and mopping ability which this one does not have Again not a problem as I did not get the vacuum for mopping but it was a bit confusing at first to use the onesizefitsall instructions,"['three different flavors', 'take longer', 'onesizefitsall instructions', 'mopping ability', 'instructions referred', 'bit confusing', 'assembly seemed', 'accessory holder']","['three different flavors', 'take longer', 'onesizefitsall instructions', 'instructions referred', 'bit confusing', 'assembly seemed', 'accessory holder', 'mopping ability', 'mopping', 'vacuum', 'use', 'unboxing', 'set', 'references', 'quickstart', 'problem', 'one', 'mine', 'items', 'included', 'happy', 'get', 'first', 'appears', 'anticipated', 'although', 'accessories']"
24,0.011125257,0.30193985,0.6869349,1,5,The manual advises charging the batteries before usage so I timed it and it was about an hour or so before the battery was fully charged Once the vacuum charging mount is assembled it provides a spot to charge the battery as well as dock the vacuum with itsonboard battery and both will charge in sequence This means that once the primary battery runs out you can just swap it out for the spare and then charge that one as you continue cleaning doubling the effective running time The vacuum itself will slide down the very top part of the mount and once settled there it will charge the onboard battery as the other battery remains below in its mount – very clever,"['manual advises charging', 'effective running time', 'continue cleaning doubling', 'vacuum charging mount', 'primary battery runs', 'mount –', 'onboard battery', 'itsonboard battery', 'battery remains', 'top part', 'fully charged']","['manual advises charging', 'effective running time', 'continue cleaning doubling', 'primary battery runs', 'vacuum charging mount', 'top part', 'onboard battery', 'mount –', 'itsonboard battery', 'fully charged', 'battery remains', 'vacuum', 'mount', 'battery', 'well', 'usage', 'timed', 'swap', 'spot', 'spare', 'slide', 'settled', 'sequence', 'provides', 'one', 'means', 'hour', 'dock', 'clever', 'charge', 'batteries', 'assembled']"
25,0.010152722,0.6291155,0.36073178,1,5,The charging mount can be freestanding or attached to a wall with the included mounting hardware You can even dispense with the stand’s foot if you are wall mounting and don’t need to freestand the vacuum I am using the freestanding mount for now but will likely mount it later down the line,"['included mounting hardware', 'wall mounting', 'stand ’', 'likely mount', 'freestanding mount', 'even dispense', 'charging mount']","['included mounting hardware', 'wall mounting', 'likely mount', 'even dispense', 'charging mount', 'stand ’', 'freestanding mount', '’', 'wall', 'freestanding', 'vacuum', 'using', 'need', 'line', 'later', 'freestand', 'foot', 'attached']"
26,0.2795389,0.5616223,0.15883872,1,5,The stand includes two accessory mount points which securely hold the two included tools crevice and soft brush It means that the accessories are not with you as you clean but they are at least in an obvious storage spot Even some corded standing vacuums don’t have the tools on board so this is not a big deal but I occasionally see something I wish I had the tool for and then have to really want it to stop what I am doing and head back to base for the tool,"['stand includes two accessory mount points', 'two included tools crevice', 'obvious storage spot even', 'occasionally see something', 'corded standing vacuums', 'soft brush', 'securely hold', 'really want', 'head back', 'big deal']","['stand includes two accessory mount points', 'obvious storage spot even', 'two included tools crevice', 'occasionally see something', 'corded standing vacuums', 'soft brush', 'securely hold', 'really want', 'head back', 'big deal', 'tools', '’', 'wish', 'tool', 'stop', 'means', 'least', 'clean', 'board', 'base', 'accessories']"
27,0.013796022,0.16006681,0.8261371,1,5,The vacuum can join your WiFi network and then the LG ThinQ app will track things like battery life cleaning history and other interesting but not necessary data For me it is mostly a novelty but I do like when the app notifies me that the batteries are fully charged again,"['track things like battery life cleaning history', 'lg thinq app', 'app notifies', 'wifi network', 'necessary data', 'fully charged']","['track things like battery life cleaning history', 'lg thinq app', 'app notifies', 'wifi network', 'necessary data', 'like', 'fully charged', 'vacuum', 'novelty', 'mostly', 'join', 'interesting', 'batteries']"
28,0.005357172,0.081860244,0.9127826,1,5,Using the vacuum is quite liberating After years of cleaning a 2600 square foot home with various corded vacuums it was eyeopening to take the same route with a cordless vacuum,"['2600 square foot home', 'various corded vacuums', 'quite liberating', 'cordless vacuum']","['2600 square foot home', 'various corded vacuums', 'quite liberating', 'cordless vacuum', 'vacuum', 'years', 'using', 'take', 'route', 'eyeopening', 'cleaning']"
29,0.16155176,0.51139146,0.3270568,1,5,With the universal floor tool attached I found I was moving around quicker than with the corded As the vacuum is lighter and did not have as aggressive beater bar inside the floor tool I was concerned it wasn’t as powerful as the corded It certainly leaves less obvious marks on the carpet but still seemed to collect the same amount of carpet fiber pet hair and other debris The manual had warned that the universal floor tool might be loud on hard surfaces but I did not really notice and it did fine on our mix of carpet vinyl and laminate floor,"['certainly leaves less obvious marks', 'aggressive beater bar inside', 'carpet fiber pet hair', 'universal floor tool might', 'universal floor tool attached', 'moving around quicker', 'floor tool', 'laminate floor', 'carpet vinyl', 'still seemed', 'really notice', 'hard surfaces']","['certainly leaves less obvious marks', 'aggressive beater bar inside', 'universal floor tool might', 'universal floor tool attached', 'carpet fiber pet hair', 'moving around quicker', 'floor tool', 'laminate floor', 'carpet vinyl', 'still seemed', 'really notice', 'hard surfaces', 'carpet', '’', 'warned', 'vacuum', 'powerful', 'mix', 'manual', 'loud', 'lighter', 'found', 'fine', 'debris', 'corded', 'concerned', 'collect', 'amount']"
30,0.021616288,0.26832998,0.71005374,1,5,Being able to just keep going where I would previously have to retrace my steps in order not to exceed the power cord length was great In addition the Kompressor technology helps to reduce stops and visits to empty the debris cannister in the garbage The Kompressor really is just a push button slide that pushes hair carpet fiber etc down near the bottom of the cannister so you can continue vacuuming for longer I found it did reduce stops but did not really push it to the limit in case it reduced cleaning power It also helped keep the cannister cleaner as debris wasn’t able to just gather at the top although it remains to be seen if that will continue to work or dust will build up near the top over time That said the manual said you could wash out the cannister so it may not be an issue if you keep up with maintenance,"['pushes hair carpet fiber etc', 'reduced cleaning power', 'power cord length', 'push button slide', 'kompressor technology helps', 'also helped keep', 'really push', 'kompressor really', 'keep going', 'would previously', 'top although', 'reduce stops', 'manual said', 'debris cannister', 'could wash', 'continue vacuuming', 'cannister cleaner']","['pushes hair carpet fiber etc', 'reduced cleaning power', 'power cord length', 'push button slide', 'kompressor technology helps', 'also helped keep', 'really push', 'kompressor really', 'would previously', 'reduce stops', 'keep going', 'could wash', 'cannister cleaner', 'top although', 'manual said', 'continue vacuuming', 'debris cannister', 'keep', 'cannister', 'top', 'said', 'debris', 'continue', '’', 'work', 'visits', 'time', 'steps', 'seen', 'retrace', 'remains', 'order', 'near', 'may', 'maintenance', 'longer', 'limit', 'issue', 'great', 'gather', 'garbage', 'found', 'exceed', 'empty', 'dust', 'case', 'build', 'bottom', 'addition', 'able']"
31,0.19943097,0.50870425,0.29186478,1,5,I was able to do about three quarters of our house including stairs with a single battery on normal power Occasionally I would boost the power to get something embedded in the carpet but did not need the turbo function yet The LG documentation shows that the battery life is drastically reduced if you run it in the higher modes for too long so I was careful,"['turbo function yet', 'normal power occasionally', 'lg documentation shows', 'house including stairs', 'get something embedded', 'would boost', 'three quarters', 'single battery', 'higher modes', 'drastically reduced', 'battery life']","['turbo function yet', 'lg documentation shows', 'house including stairs', 'get something embedded', 'normal power occasionally', 'would boost', 'three quarters', 'single battery', 'higher modes', 'drastically reduced', 'battery life', 'power', 'run', 'need', 'long', 'carpet', 'careful', 'able']"
32,0.023076663,0.25778624,0.71913713,1,5,Swapping batteries was painless other than the vacuum abruptly stopping and needing to walk back to the charging station to swap them over I then had plenty of power to return upstairs and finish the last two rooms,"['vacuum abruptly stopping', 'last two rooms', 'walk back', 'swapping batteries', 'return upstairs', 'charging station']","['vacuum abruptly stopping', 'last two rooms', 'walk back', 'swapping batteries', 'return upstairs', 'charging station', 'swap', 'power', 'plenty', 'painless', 'needing', 'finish']"
33,0.45112714,0.39157888,0.15729399,1,5,The app kept track of running time and battery status as I cleaned which was interesting but not especially useful Perhaps over time it could be but the jury is still out for me on the app right now At worst it might be helpful when it comes time to replace some of the consumable parts like filters and batteries which LG warns will wear out and need to be replaced at some point,"['consumable parts like filters', 'especially useful perhaps', 'app kept track', 'app right', 'running time', 'lg warns', 'comes time', 'battery status']","['consumable parts like filters', 'especially useful perhaps', 'app kept track', 'app right', 'lg warns', 'battery status', 'running time', 'comes time', 'time', 'worst', 'wear', 'still', 'replaced', 'replace', 'point', 'need', 'might', 'jury', 'interesting', 'helpful', 'could', 'cleaned', 'batteries']"
34,0.008117697,0.062141337,0.9297409,1,5,In summary I am very happy with the portability and power of this vacuum and it seemed to be on par with the bigger heavier corded vacuum we own It could be run as a stick vacuum or you could remove the stick part and use it to clean stairs or inside a car with lots of power and even more portability to get in smaller spaces The battery life is good enough to clean a fairly large house especially as it comes with two batteries and one can always be on charge The Kompressor tech is useful but not especially glamorous – still makes it better than most cannisters in terms of keeping them clean and how often they need emptying before they affect the cyclone effect ,"['especially glamorous – still makes', 'fairly large house especially', 'bigger heavier corded vacuum', 'stick vacuum', 'two batteries', 'stick part', 'smaller spaces', 'need emptying', 'kompressor tech', 'good enough', 'cyclone effect', 'could remove', 'clean stairs', 'battery life']","['especially glamorous – still makes', 'fairly large house especially', 'bigger heavier corded vacuum', 'stick vacuum', 'two batteries', 'stick part', 'smaller spaces', 'need emptying', 'kompressor tech', 'good enough', 'cyclone effect', 'battery life', 'could remove', 'clean stairs', 'vacuum', 'could', 'clean', 'useful', 'use', 'terms', 'summary', 'seemed', 'run', 'power', 'portability', 'par', 'one', 'often', 'lots', 'keeping', 'inside', 'happy', 'get', 'even', 'comes', 'charge', 'car', 'cannisters', 'better', 'always', 'affect']"
35,0.0041541806,0.0379015,0.9579443,1,5,Great job LG,['great job lg'],['great job lg']
36,0.005529668,0.37432197,0.62014836,2,5,LG CordZero A925KSM Cordless Stick Is A STANDOUT This LG Cord Zero cordless stick vacuum with Kompressor technology comes with two batteries for extended run time and a clever dirt squisher,"['lg cord zero cordless stick vacuum', 'lg cordzero a925ksm cordless stick', 'kompressor technology comes', 'extended run time', 'clever dirt squisher', 'two batteries']","['lg cord zero cordless stick vacuum', 'lg cordzero a925ksm cordless stick', 'kompressor technology comes', 'extended run time', 'clever dirt squisher', 'two batteries', 'standout']"
